;label;text
37;NOTISSUE;['plea', 'headset']
38;NOTISSUE;['not', 'wast', 'money', 'time']
39;NOTISSUE;['expect', 'love', 'long', 'battery', 'life']
40;NOTISSUE;['stupid', 'bui', 'new', 'charger', 'car', 'charger', 'crawl', 'headphone', 'car', 'kit', 'time', 'new', 'phone', 'come', 'out']
41;NOTISSUE;['work', 'great']
42;NOTISSUE;['patron', 'bluetooth', 'excel', 'bui']
43;NOTISSUE;['came', 'version', 'singular', 'nicer', 'cell', 'phone', 'thing', 'notice', 'bad', 'service']
44;NOTISSUE;['look', 'new', 'earpiece']
45;NOTISSUE;['look', 'new', 'earpiece', 'jawbone', 'era', 'awesome', 'too']
46;NOTISSUE;['receive', 'white', 'color', 'battery', 'got', 'dead', 'couple', 'hour', 'origin', 'week', 'last', 'longer', 'thereplac']
47;NOTISSUE;['year', 'battery', 'went', 'complete', 'dead', 'headset']
48;NOTISSUE;['phone', 'year', 'best']
49;NOTISSUE;['awesome', 'new', 'look', 'fall']
50;NOTISSUE;['phone', 'cheaply', 'made']
51;NOTISSUE;['att', 'not', 'clear', 'sound', 'distort', 'yell', 'talk']
52;NOTISSUE;['price', 'good', 'too']
53;NOTISSUE;['plastic', 'break', 'east', 'clip']
54;NOTISSUE;['not', 'mistake', 'did']
55;NOTISSUE;['oh', 'forgot', 'mention', 'weird', 'color', 'effect', 'phone']
56;NOTISSUE;['i', 'm', 'iris', 'spine', 'with', 'case', 'fit', 'fine']
57;NOTISSUE;['area', 'unit', 'broke', 'i', 'm', 'not', 'fond', 'magnet', 'strap']
58;NOTISSUE;['overall', 'psych', 'phone', 'appoint', 'contact', 'get', 'great', 'recent']
59;NOTISSUE;['thing', 'phone', 'work', 'perfectly', 'like', 'it']
60;NOTISSUE;['note', 'phone', 's', 'appear', 'look', 'bland', 'expect', 'black', 'model']
61;NOTISSUE;['east']
62;NOTISSUE;['sanyo', 'survive', 'dozen', 'drop', 'blackton', 'ill', 'effect']
63;NOTISSUE;['fantasy', 'earphone']
64;NOTISSUE;['find', 'cell', 'phone', 'right', 'away', 'enter', 'car']
65;NOTISSUE;['low', 'quality']
66;NOTISSUE;['better', 'recent', 'clarity', 'phone', 'before']
67;NOTISSUE;['warn', 'stay', 'away']
68;NOTISSUE;['wish', 'return', 'unit', 'money']
69;NOTISSUE;['also', 'device', 'work', 'great']
70;NOTISSUE;['talk', 'hour', 'battery', 'later', 'drain', 'dy']
71;NOTISSUE;['not', 'find', 'it', 'bad', 'unit', 'come', 'arpad', 'only', 'i', 'not', 'recommend', 'anyone']
72;NOTISSUE;['displease']
73;NOTISSUE;['gotten', 'defect', 'not', 'risk', 'bui', 'built', 'quality', 'alon']
74;NOTISSUE;['case', 'small', 'difficult', 'instal']
75;NOTISSUE;['restore', 'phone', 'like', 'new', 'perform']
76;NOTISSUE;['recommend', 'purchas', 'cabra', 'x', 'seri', 'work', 'flawlessly', 'moto', 'q', 'figure']
77;NOTISSUE;['search', 'internet', 'found', 'best', 'value']
78;NOTISSUE;['not', 'fit']
79;NOTISSUE;['happy', 'product']
80;NOTISSUE;['screen', 'size', 'big', 'key', 'pad', 'lit', 'enough', 'camera', 'quality', 'excel', 'camera', 'phone']
81;NOTISSUE;['there', 's', 'bad', 'headset']
82;NOTISSUE;['i', 'm', 'glad', 'found', 'product', 'amazon', 'hard', 'find', 'not', 'high', 'price']
83;NOTISSUE;['portable', 'work']
84;NOTISSUE;['colleague', 'great', 'recent', 'a', 'little', 'expense', 'perform', 'great']
85;NOTISSUE;['full', 'charge', 'went', 'bed', 'turn', 'blue', 'tooth', 'wi', 'fi', 'notice', 'left', 'morn']
86;NOTISSUE;['problem', 'phone', 'read', 'memory', 'card', 'turn', 'again']
87;NOTISSUE;['not', 'good', 'wear', 'hat', 'sunglass']
88;NOTISSUE;['time', 'shipment', 'quality', 'product']
89;NOTISSUE;['nice', 'solid', 'keyboard']
90;NOTISSUE;['fit', 'surefire', 'gx', 'perfectly']
91;NOTISSUE;['horrible', 'phone']
92;NOTISSUE;['bt', 'battery', 'junk']
93;NOTISSUE;['recommend', 'other']
94;NOTISSUE;['cant', 'software', 'work', 'compute']
95;NOTISSUE;['disappoint']
96;NOTISSUE;['poor', 'voice', 'clarity']
97;NOTISSUE;['battery', 'work', 'great']
98;NOTISSUE;['no', 'buyer', 'remorse', 'on']
99;NOTISSUE;['disappoint', 'accessory']
100;NOTISSUE;['find', 'nexus', 'probably', 'return', 'phone', 'chang', 'carrier']
101;NOTISSUE;['look', 'great', 'strong']
102;NOTISSUE;['mobil', 'service', 'year', 'now', 'pretty', 'happy', 'it']
103;NOTISSUE;['update', 'procedure', 'difficult', 'cumbersome']
104;NOTISSUE;['disappoint', 'hate', 'got', 'ear']
105;NOTISSUE;['great', 'software', 'motorola']
106;NOTISSUE;['delivery', 'time']
107;NOTISSUE;['east', 'u']
108;NOTISSUE;['comfort', 'ear', 'note', 'lg', 'v', 'env']
109;NOTISSUE;['volume', 'switch', 'rocket', 'unit', 'destiny', 'unknown']
110;NOTISSUE;['hold', 'charge', 'long', 'time', 'reason', 'comfort', 'long', 'wear', 'conduit', 'quality', 'sound', 'trend']
111;NOTISSUE;['i', 'd', 'like', 'return', 'it']
112;NOTISSUE;['keyboard', 'worthwhile', 'u', 'sturdy', 'notexpect', 'problem']
113;NOTISSUE;['version', 's', 'bill', 'howe', 'difficult', 'understand', 'price', 'plan', 'simply']
114;NOTISSUE;['charge', 'overnight', 'battery', 'work', 'great']
115;NOTISSUE;['wo', 'notregret', 'it']
116;NOTISSUE;['love', 'phone']
117;NOTISSUE;['disappoint']
118;NOTISSUE;['not', 'user', 'friendly']
119;NOTISSUE;['unfortun', 'bail', 'actual', 'know', 'receive', 'import', 'feature', 'phone', 'pity', 'respect']
120;NOTISSUE;['exchange', 'phone', 'problem']
121;NOTISSUE;['result', 'phone', 'stuck', 'max', 'volume', 'mute']
122;NOTISSUE;['pda', 'rock']
123;NOTISSUE;['super', 'charge', 'u', 'small', 'hybrid', 'palmtop', 'camera', 'cellphone', 'excel', 'role']
124;NOTISSUE;['deficit', 'recommend', 'cabra', 'btv', 'look', 'comfort', 'clarity', 'great', 'price']
125;NOTISSUE;['version', 'year', 'ago', 'like', 'service']
126;NOTISSUE;['pretty', 'piece', 'junk']
127;NOTISSUE;['plug', 'wrong', 'size']
128;NOTISSUE;['work', 'describe']
129;NOTISSUE;['save', 'money', 'item', 'month', 'now']
130;NOTISSUE;['bad', 'purchas']
131;NOTISSUE;['im', 'satisfy']
132;NOTISSUE;['bose', 'noise', 'cancel', 'amaze', 'import', 'nec', 'commit']
133;NOTISSUE;['battery', 'excel', 'bargain']
134;NOTISSUE;['defect', 'crap']
135;NOTISSUE;['given', 'no', 'star', 'all']
136;NOTISSUE;['wear', 'glass', 'fit', 'fine', 'them']
137;NOTISSUE;['sound', 'quality', 'device', 'accept', 'unless', 'quiet', 'area', 'hear', 'noth']
138;NOTISSUE;['not', 'recommend', 'item', 'anyone']
139;NOTISSUE;['holster', 'arrive', 'not', 'match', 'photo', 'ad']
140;NOTISSUE;['great', 'no', 'problem', 'all']
141;NOTISSUE;['earlier', 'review', 'note', 'plug', 'charger', 'happen']
142;NOTISSUE;['frog', 'phone', 'charm', 'adore', 'ey', 'catch']
143;NOTISSUE;['know', 'push', 'hard', 'right', 'number', 'time', 'function', 'want', 'not']
144;NOTISSUE;['sound', 'clear', 'people', 'talk', 'amaze', 'quality', 'too']
145;NOTISSUE;['got', 'aluminum', 'case', 'new', 'palm', 'v', 'work', 'well', 'it', 'protect', 'handheld', 'perfectly', 'far']
146;NOTISSUE;['good', 'product', 'made']
147;NOTISSUE;['mobil', 'phone', 'tool', 'have']
148;NOTISSUE;['impress', 'job', 'motorola', 'sturdy', 'phone']
149;NOTISSUE;['receive', 'order', 'ship', 'timeframe', 'good', 'work', 'order', 'overall', 'exit', 'source']
150;NOTISSUE;['phone', 'sturdy', 'waterproof']
151;NOTISSUE;['not', 'impress', 'not', 'recommend', 'item', 'anyone']
152;NOTISSUE;['complaint', 'standard', 'sound', 'volume', 'little', 'low', 'turn', 'of']
153;NOTISSUE;['thank', 'amazon', 'have', 'thing', 'need', 'good', 'price']
154;NOTISSUE;['end', 'slide', 'edge', 'pant', 'pocket', 'instead']
155;NOTISSUE;['store', 'bought', 'new', 'nokia', 'phone', 'work', 'great']
156;NOTISSUE;['work', 'great']
157;NOTISSUE;['ugly']
158;NOTISSUE;['horrible', 'switch', 'time']
159;NOTISSUE;['noise', 'shield', 'inched']
160;NOTISSUE;['no', 'real', 'improv']
161;NOTISSUE;['razor', 'battery', 'good', 'bui']
162;NOTISSUE;['good', 'work', 'amazon']
163;NOTISSUE;['refuse', 'refund', 'replace']
164;NOTISSUE;['unfortun', 'east', 'accident', 'active', 'gently', 'touch', 'button', 'accident', 'touch', 'phone', 'face', 'listen']
165;NOTISSUE;['basic', 'threw', 'money', 'window', 'noth']
166;NOTISSUE;['great', 'case', 'price']
167;NOTISSUE;['took', 'drop', 'inch', 'kitchen', 'counter', 'crack', 'i', 'not', 'impress', 'not', 'laugh']
168;NOTISSUE;['bluetooth', 'rang', 'good', 'dai', 'ago', 'left', 'phone', 'trunk', 'got', 'call', 'carry', 'cover', 'hitch']
169;NOTISSUE;['small', 'sleek', 'impress', 'look', 'practice', 'setup', 'ample', 'storage', 'place']
170;NOTISSUE;['large', 'channel', 'sound', 'directly', 'ear', 'increase', 'sound', 'volume', 'clarity']
171;NOTISSUE;['new', 'on', 'work', 'properly']
172;NOTISSUE;['glad', 'purchas', 'it']
173;NOTISSUE;['miss', 'number', 'call', 'reason']
174;NOTISSUE;['phone', 'defect', 'people', 'hear', 'u', 'thi']
175;NOTISSUE;['notbui', 'product']
176;NOTISSUE;['suck', 'stuff', 'not', 'work', 'phone']
177;NOTISSUE;['no', 'shift', 'no', 'bubble', 'no', 'peel', 'not', 'scratch', 'noth', 'i', 'not', 'happier', 'new', 'droid']
178;NOTISSUE;['worst', 'software', 'u', 'zero', 'star', 'would']
179;NOTISSUE;['try', 'exercise', 'frustrate']
180;NOTISSUE;['case', 'flimsy', 'piece', 'plastic', 'no', 'protect', 'whatsoever']
181;NOTISSUE;['cabra', 'barset', 'happy', 'it', 'sound', 'quality', 'expect', 'outdo', 'better']
182;NOTISSUE;['love', 'camera', 'pretty', 'good', 'quality']
183;NOTISSUE;['thank', 'great', 'service']
184;NOTISSUE;['total', 'package']
185;NOTISSUE;['seller', 'understand', 'patient', 'deficit', 'bui', 'again']
186;NOTISSUE;['firefly', 'star', 'i', 'contact', 'singular', 'at', 't', 'inform', 'practice']
187;NOTISSUE;['aggro']
188;NOTISSUE;['great', 'product', 'price']
189;NOTISSUE;['purchas', 'family', 'friend', 'enjoy', 'clarity', 'ea', 'u']
190;NOTISSUE;['virgin', 'wireless', 'rock', 'cheap', 'little', 'phone']
191;NOTISSUE;['work']
192;NOTISSUE;['notbui', 'it']
193;NOTISSUE;['muddy', 'low', 'quality', 'sound', 'case', 'wire', 's', 'insert', 'poorly', 'super', 'glu', 'slid', 'off']
194;NOTISSUE;['dont', 'wast', 'money']
195;NOTISSUE;['all', 'i', 'm', 'satisfy', 'purchas']
196;NOTISSUE;['look', 'good', 'quality', 'headset', 'look', 'nott']
197;NOTISSUE;['plantroninc', 'continue', 'u', 'flaw', 'charger', 'design']
198;NOTISSUE;['north', 'best']
199;NOTISSUE;['best']
200;NOTISSUE;['disappoint', 'result']
201;NOTISSUE;['cumbersome', 'design']
202;NOTISSUE;['great', 'new', 'package', 'nice', 'work', 'good']
203;NOTISSUE;['no', 'problem', 'came', 'time', 'expect']
204;NOTISSUE;['great', 'product']
205;NOTISSUE;['piece', 'crap']
206;NOTISSUE;['expert', 'terrible']
207;NOTISSUE;['fourth', 'bluetooth', 'headset']
208;NOTISSUE;['comfort']
209;NOTISSUE;['hate']
210;NOTISSUE;['fix', 'problem']
211;NOTISSUE;['worst', 'ever']
212;NOTISSUE;['happy']
213;NOTISSUE;['no', 'trouble', 'access', 'internet', 'download', 'kington', 'perform', 'function']
214;NOTISSUE;['bare', 'hear', 'constantly', 'sai', 'what']
215;NOTISSUE;['battery', 'life', 'highly', 'accept']
216;NOTISSUE;['company', 'joke']
217;NOTISSUE;['rescript', 'said', 'would']
218;NOTISSUE;['happen', 'for', 'stop', 'headset']
219;NOTISSUE;['work', 'great', 'car', 'charger', 'expect', 'plug', 'adapt', 'time']
220;NOTISSUE;['version', 'tech', 'support', 'walk', 'procedure', 'work', 'end', 'have', 'hard', 're', 'set', 'wipe', 'data']
221;NOTISSUE;['voice', 'quality', 'signal', 'strength', 'drop', 'call']
222;NOTISSUE;['play', 'louder', 'speaker', 'size', 'price', 'low', 'think', 'quality', 'lack', 'howe', 'not']
223;NOTISSUE;['better', 'expect']
224;NOTISSUE;['feel', 'poorly', 'construct', 'menu', 'difficult', 'having', 'button', 'recess', 'difficult', 'push', 'them']
225;NOTISSUE;['battery', 'hold', 'well']
226;NOTISSUE;['difficult', 'on', 'i', 'd', 'recommend', 'avoid', 'product']
227;NOTISSUE;['dai', 'notalwai', 'east', 'hear', 'with']
228;NOTISSUE;['got', 'car', 'charger', 'not', 'week', 'charger', 'broken', 'i', 'went', 'plug', 'start', 'smoke']
229;NOTISSUE;['sprint', 'terrible', 'custom', 'service']
230;NOTISSUE;['link', 'phone', 'effort']
231;NOTISSUE;['cool']
232;NOTISSUE;['east', 'u']
233;NOTISSUE;['better', 'new']
234;NOTISSUE;['posse', 'junk', 'no', 'idea']
235;NOTISSUE;['piece', 'trash']
236;NOTISSUE;['pretty', 'good', 'product']
237;NOTISSUE;['great', 'phone']
238;NOTISSUE;['price', 'amazon', 'excel', 'product', 'highly', 'recommend']
239;NOTISSUE;['research', 'develop', 'divis', 'obvious', 'know', 'do']
240;NOTISSUE;['real', 'killer', 'volume', 'cours', 'break']
241;NOTISSUE;['phone', 'work', 'fine', 'now']
242;NOTISSUE;['happy', 'product']
243;NOTISSUE;['poor', 'construct']
244;NOTISSUE;['injury']
245;NOTISSUE;['overall', 'recommend', 'phone', 'new', 'walkman']
246;NOTISSUE;['sprint', 'charge', 'service']
247;NOTISSUE;['cheap', 'feel', 'look', 'cheap']
248;NOTISSUE;['fit', 'ear', 'comfort', 'on']
249;NOTISSUE;['network', 'europe', 'asia']
250;NOTISSUE;['clip', 'belt', 'deficit', 'feel', 'like', 'cent', 's', 'up', 'and', 'come']
251;NOTISSUE;['like', 'design', 'look', 'cabra', 'bee', 'ear', 'headset', 'pretty', 'comfort', 'wear', 'hour', 'dai', 'pain', 'ear']
252;NOTISSUE;['amaze', 'quick', 'arrive', 'origin', 'lg', 'cell', 'phone', 'battery', 'fraction', 'price']
253;NOTISSUE;['worst', 'phone', 'samsung', 'crap', 'crappy', 'samsung', 'e', 'worst', 'seen']
254;NOTISSUE;['charger', 'work', 'week', 'complete', 'stop', 'charge', 'phone']
255;NOTISSUE;['poor', 'product']
256;NOTISSUE;['need', 'better', 'instruct']
257;NOTISSUE;['need', 'hand', 'over', 'screen', 'thi', 'software', 'interface', 'dead', 'old', 'compete', 'new', 'software', 'design']
258;NOTISSUE;['work', 'pair', 'tree', 'w', 'skye', 'headset', 'pc', 'u', 'usb', 'bluetooth', 'transcend']
259;NOTISSUE;['steer', 'clear', 'product', 'genuine', 'palm', 'replacement', 'pen', 'come', 'three', 'pack']
260;NOTISSUE;['not', 'bui', 'not', 'but', 'suck']
261;NOTISSUE;['great', 'product', 'sure', 'beat', 'finger']
262;NOTISSUE;['plus', 'serious', 'not', 'believe', 'worth', 'steep', 'price', 'point']
263;NOTISSUE;['case', 'tri', 'normal', 'fall', 'apart', 'month', 'long', 'haul']
264;NOTISSUE;['disappoint', 'perform']
265;NOTISSUE;['normal', 'mistake', 'notbui', 'phone']
266;NOTISSUE;['phone', 'worst', 'brand']
267;NOTISSUE;['case', 'extra', 'origin', 'later', 'discard', 'scratch', 'ear']
268;NOTISSUE;['recommend', 'go', 'differ', 'brand', 'cell', 'phone', 'mp', 'player', 'family']
269;NOTISSUE;['notboth', 'store']
270;NOTISSUE;['post', 'detail', 'comment', 'grey', 'black', 'phone', 'fire', 'red', 'great', 'color']
271;NOTISSUE;['not', 'problem', 'item', 'order', 'need']
272;NOTISSUE;['pai', 'guess']
273;NOTISSUE;['not', 'software', 'great', 'job', 'thi', 'kington', 'form', 'exist', 'cd', 'internet', 'connect']
274;NOTISSUE;['im', 'surprise', 'good', 'quality', 'car', 'charger', 'there', 's', 'not', 'review', 'it']
275;NOTISSUE;['kabul']
276;NOTISSUE;['howe', 'bt', 'headset', 'current', 'not', 'good', 'real', 'time', 'game', 'like', 'first', 'person', 'shooter', 'audio', 'delay', 'mess', 'up']
277;NOTISSUE;['price', 'call', 'excel']
278;NOTISSUE;['disappoint', 'accessory', 'good', 'manufacture']
279;NOTISSUE;['perform', 'aw', 'muffle', 'tinny', 'income', 'sound', 'sever', 'echo', 'end', 'call']
280;NOTISSUE;['wind', 'resist']
281;NOTISSUE;['obvious', 'terrible', 'custom', 'service', 'pai', 'for']
282;NOTISSUE;['not', 'fore']
283;NOTISSUE;['iti', 'not', 'overly', 'expense', 'replace']
284;NOTISSUE;['east', 'over', 'sound', 'better', 'tri']
285;NOTISSUE;['contact', 'company', 'told', 'that', 'unit', 'warrant', 'notproduc', 'receipt', 'luck']
286;NOTISSUE;['link', 'wai', 'exchange', 'bad', 'phone', 'return', 'unit', 'cometh']
287;NOTISSUE;['phone', 'sturdy', 'nokia', 'bar', 'phone', 'ar']
288;NOTISSUE;['great', 'phone']
289;NOTISSUE;['place', 'tree', 'case', 'not', 'not', 'snug', 'lot', 'extra', 'room', 'side']
290;NOTISSUE;['i', 'm', 'plea']
291;NOTISSUE;['battery', 'terrible']
292;NOTISSUE;['found', 'product', 'east', 'set', 'u']
293;NOTISSUE;['earpiece', 'large', 'heavy', 'it', 'keep', 'fall', 'ear']
294;NOTISSUE;['utter', 'crap', 'sound', 'quality', 'terrible']
295;NOTISSUE;['charger', 'arrive', 'promise', 'timeframe', 'not', 'work']
296;NOTISSUE;['no', 'ear', 'loop', 'need', 'tiny', 'sound', 'great']
297;NOTISSUE;['final', 'time', 'spring', 'latch', 'broke', 'not', 'u', 'longer', 'visor']
298;NOTISSUE;['handsome', 'work', 'fine', 'car', 'tri', 'download', 'address', 'book', 'tree', 'reboot', 'overall', 'rate', 'device', 'high']
299;NOTISSUE;['talk', 'useless', 'custom', 'service']
300;NOTISSUE;['felt', 'light', 'tinny']
301;NOTISSUE;['not', 'fit', 'palm', 'tungsten', 'e', 'broke', 'time', 'tri', 'plug', 'in']
302;NOTISSUE;['happy', 'purchas', 'good', 'quality', 'low', 'price']
303;NOTISSUE;['love', 'look', 'feel', 'samsung', 'flipphon']
304;NOTISSUE;['well', 'design', 'sharp', 'blue', 'nice', 'color']
305;NOTISSUE;['more']
306;NOTISSUE;['not', 'recommend', 'more']
307;NOTISSUE;['nice', 'sound']
308;NOTISSUE;['look', 'good', 'picture', 'case', 'huge', 'disappoint']
309;NOTISSUE;['jawbone', 'go', 'replace', 'with']
310;NOTISSUE;['setup', 'went', 'smoothly']
311;NOTISSUE;['extreme', 'slow', 'take', 'fore', 'it']
312;NOTISSUE;['studi', 'interest', 'worst', 'sin', 'industry', 'design']
313;NOTISSUE;['thing', 'happen', 'track', 'off']
314;NOTISSUE;['made', 'east', 'access', 'phone', 'hand', 'detach', 'belt', 'clip']
315;NOTISSUE;['continue', 'pair', 'period', 'kept', 'drop']
316;NOTISSUE;['notupload', 'kington', 'parti']
317;NOTISSUE;['bluetooth', 'not', 'work', 'phone', 'lock', 'up', 'screen', 'flash', 'make', 'call', 'randomly', 'pocket', 'lock']
318;NOTISSUE;['truly', 'aw']
319;NOTISSUE;['work', 'fine', 'motorola', 'cellphone', 'lot', 'better', 'worn', 'out', 'battery', 'did']
320;NOTISSUE;['volume', 'ringer', 'real', 'good', 'you', 'choice', 'loud']
321;NOTISSUE;['tone', 'accept']
322;NOTISSUE;['camera', 'color', 'balance', 'aw']
323;NOTISSUE;['product', 'clearly', 'not', 'read', 'prime', 'time', 'oscar', 'cool', 'look', 'notte', 'come', 'worthless']
324;NOTISSUE;['love', 'kington', 'upbeat']
325;NOTISSUE;['chinese', 'forgery', 'abound']
326;NOTISSUE;['east', 'pair', 'samsung', 'cell']
327;NOTISSUE;['instruct', 'notexplain', 'microphone', 'jack', 'u']
328;NOTISSUE;['advise', 'not', 'purchas', 'item', 'work', 'well']
329;NOTISSUE;['bad', 'pai', 'month', 'service']
330;NOTISSUE;['work', 'well']
331;NOTISSUE;['nokia', 'ca', 'usb', 'call', 'not', 'work', 'phone']
332;NOTISSUE;['clear', 'crisp', 'sound']
333;NOTISSUE;['u', 'smallest', 'earpiece', 'provide', 'stay', 'pretty', 'well']
334;NOTISSUE;['biggest', 'complaint', 'is', 'battery', 'drain', 'superfast']
335;NOTISSUE;['design', 'ergonomic', 'theory', 'not', 'stand', 'have', 'ear']
336;NOTISSUE;['not', 'bui', 'want', 'u', 'holster']
337;NOTISSUE;['phone', 'great', 'picture', 'video', 'clip']
338;NOTISSUE;['normal', 'look', 'cool']
339;NOTISSUE;['ear', 'occupy', 'background', 'not', 'distract', 'all']
340;NOTISSUE;['comfort', 'fit', 'need', 'headset', 'comfort', 'hour', 'time', 'not', 'enter', 'dai']
341;NOTISSUE;['also', 'phone', 'notseem', 'accept', 'cbr', 'mp', 'prefer', 'rip', 'window', 'medium', 'player']
342;NOTISSUE;['norbert', 'price', 'these']
343;NOTISSUE;['come', 'strong', 'light', 'u', 'light', 'camera', 'shot', 'flash', 'so', 'signal', 'serious']
344;NOTISSUE;['lightweight', 'work', 'well']
345;NOTISSUE;['bear']
346;NOTISSUE;['love', 'call', 'allow', 'connect', 'mini', 'usb', 'device', 'pc']
347;NOTISSUE;['near', 'hear', 'cover']
348;NOTISSUE;['cool', 'case', 'open', 'allow', 'screen', 'scratch', 'up']
349;NOTISSUE;['bought', 'phone', 'replace', 'start', 'regret', 'since']
350;NOTISSUE;['appear', 'actual', 'outperform', 'origin', 'battery', 'china', 'came', 'vi']
351;NOTISSUE;['nostro', 'phone', 'number', 'sim']
352;NOTISSUE;['last', 'o', 'minute', 'actual', 'try', 'u', 'phone', 'my', 'wife', 'phone', 'problem']
353;NOTISSUE;['poor', 'quality']
354;NOTISSUE;['cabra', 'ear', 'gel', 'r', 'best']
355;NOTISSUE;['not', 'worth', 'it']
356;NOTISSUE;['phone', 'crash', 'complete', 'replace']
357;NOTISSUE;['quit', 'work', 'month', 'purchas', 'best', 'headset', 'own']
358;NOTISSUE;['unfortun', 'not', 'recharge', 'siphon', 's', 'despite', 'connect', 'multiple', 'power', 'source', 'mac', 'exters', 'battery', 'wall', 'outlet', 'etc']
359;NOTISSUE;['great', 'phone']
360;NOTISSUE;['simply', 'want', 'small', 'flip', 'phone', 'look', 'extra', 'bell', 'whistle', 'mediocre']
361;NOTISSUE;['good', 'value', 'work', 'fine', 'power', 'usb', 'car', 'wall', 'outlet']
362;NOTISSUE;['phone', 'notslid', 'car', 'grip', 'prevent', 'phone', 'slip', 'hand']
363;NOTISSUE;['simply', 'best', 'bluetooth', 'headset', 'sound', 'quality']
364;NOTISSUE;['think', 'plan', 'on', 'thi', 'sure', 'moto', 'phone', 'me']
365;NOTISSUE;['span', 'hour', 'people', 'exclaim', 'whoa', 'new', 'phone', 'tv']
366;NOTISSUE;['cord', 'headset', 'freedom', 'wireless', 'help']
367;NOTISSUE;['case', 'pas', 'year', 'mark', 'show', 'sign', 'wear', 'function']
368;NOTISSUE;['that', 'leather', 'nice', 'soft', 'fit', 'tight', 'cut', 'face', 'good', 'shape']
369;NOTISSUE;['need', 'task', 'more']
370;NOTISSUE;['receive', 'product', 'dai', 'broke']
371;NOTISSUE;['product', 'great', 'make', 'work', 'lot', 'easier', 'copier', 'wait', 'hold', 'cometh']
372;NOTISSUE;['size', 'sent', 'headset', 'stay', 'ear']
373;NOTISSUE;['t', 'mobil', 'best', 'custom', 'service', 'anywhere']
374;NOTISSUE;['arrive', 'quickly', 'expense', 'sold']
375;NOTISSUE;['tri', 'unit', 'fail', 'month', 'pro']
376;NOTISSUE;['provide', 'good', 'protect', 'look', 'class', 'too']
377;NOTISSUE;['russel', 'good']
378;NOTISSUE;['tracfonewebsit', 'user', 'friendly', 'make', 'east', 'tactic', 'etc']
379;NOTISSUE;['design', 'good']
380;NOTISSUE;['great', 'recent', 'time']
381;NOTISSUE;['highly', 'recommend', 'product']
382;NOTISSUE;['note', 'unit', 'sunglass', 'not', 'good', 'tea']
383;NOTISSUE;['dit', 'not', 'work', 'time', 'nokia']
384;NOTISSUE;['bought', 'mainly', 'charger', 'broke', 'soon', 'purchas']
385;NOTISSUE;['like', 'loud', 'buzz', 'override', 'cover', 'phone', 'you']
386;NOTISSUE;['fantasy', 'bui', 'phone']
387;NOTISSUE;['stay', 'away', 'store', 'care']
388;NOTISSUE;['blunt', 'supertooth', 'hand', 'free', 'phone', 'speaker', 'awesome']
389;NOTISSUE;['item', 'arrive', 'quickly', 'work', 'great', 'phone', 'sound', 'ear', 'plug']
390;NOTISSUE;['light', 'plenty', 'battery', 'cepac', 'comfort', 'wear', 'somewhat', 'extend', 'period', 'time']
391;NOTISSUE;['disappoint']
392;NOTISSUE;['blue', 'ant', 'east', 'u']
393;NOTISSUE;['cheap', 'he', 'work']
394;NOTISSUE;['pleasantly', 'suprise', 'given', 'low', 'cost', 'item']
