,text,label
70,use talk one one hour battery be literally drain die,ISSUE
71,do not find it bad again unit come one arpad only i not recommend anyone,NOTISSUE
72,displease,ISSUE
73,have get defect not risk buy again build quality alone,NOTISSUE
74,make case small be difficult install,ISSUE
75,restore phone like new performance,NOTISSUE
76,recommend purchase cabra series two work flawlessly moto q go figure,NOTISSUE
77,search internet find one be best value,NOTISSUE
78,do not fit,ISSUE
79,happy product,NOTISSUE
80,screen size be big key pad light well enough camera quality be excellent camera phone,NOTISSUE
81,be nothing bad say headset,NOTISSUE
82,be glad find product amazon be hard find not high price,NOTISSUE
83,portable work,NOTISSUE
84,colleague get great reception a little expensive performance be great,NOTISSUE
85,fully charge go bed turn blue tooth wi fi notice have twenty leave morning,ISSUE
86,have have problem phone read memory card turn again,ISSUE
87,not good wear hat sunglass,ISSUE
88,timely shipment quality product,NOTISSUE
89,nice solid keyboard,NOTISSUE
90,well make fit surefire perfectly,NOTISSUE
91,horrible phone,ISSUE
92,battery junk,ISSUE
93,recommend others,NOTISSUE
94,cant get software work computer,ISSUE
95,disappoint,ISSUE
96,poor voice clarity,ISSUE
97,battery work great,NOTISSUE
98,no buyer remorse one,NOTISSUE
99,disappoint accessoryone,ISSUE
100,find inexcusable probably be return phone change carrier,ISSUE
101,look great be strong,NOTISSUE
102,have have mobile service two year now be pretty happy it,NOTISSUE
103,update procedure be difficult cumbersome,NOTISSUE
104,disappointment hate go ear,ISSUE
105,great software motorola,NOTISSUE
106,delivery time,NOTISSUE
107,easy use,NOTISSUE
108,uncomfortable ear do house lg env,ISSUE
109,volume switch rocket unit destination unknown,ISSUE
110,hold charge long time be reasonably comfortable long wear condition quality sound be tremendous,NOTISSUE
111,like return it,ISSUE
112,keyboard be worthwhile usefulness be sturdy do notexpect problem,NOTISSUE
113,version s bill however difficult understand price plan simple,ISSUE
114,charge overnight battery work great,NOTISSUE
115,wo notregret it,NOTISSUE
116,love phone,NOTISSUE
117,disappointment,ISSUE
118,not user friendly,ISSUE
119,unfortunately ability actually know receive call be important feature phone be pitiful respect,ISSUE
120,exchange phone have problem,ISSUE
121,result phone be stick max volume mute,ISSUE
122,public display affection rock,NOTISSUE
123,be super charge use small hybrid palmtop camera cellphone excel role,NOTISSUE
124,definitely recommend cabra look comfort clarity great price,NOTISSUE
125,have version two year ago like service,NOTISSUE
126,pretty piece junk,ISSUE
127,plug wrong size,ISSUE
128,work describe,NOTISSUE
129,save money have have item month now,ISSUE
130,bad purchase,ISSUE
131,well im satisfy,NOTISSUE
132,bose noise cancel be amaze be important nec commuter,NOTISSUE
133,battery be excellent bargain,NOTISSUE
134,defective crap,ISSUE
135,have give no star able,ISSUE
136,wear glass fit fine them,NOTISSUE
137,sound quality device be unacceptable unless quiet area hear nothing,ISSUE
138,not recommend item anyone,NOTISSUE
139,holster arrive not match photo ad,ISSUE
140,great no problem all,NOTISSUE
141,earlier review note plug charger nothing happen,ISSUE
142,frog phone charm be adorable eye catch,NOTISSUE
143,never know push hard right number time function want not,ISSUE
144,sound be clear people talk amaze quality too,NOTISSUE
145,get aluminum case new palm v work well it have protect handheld perfectly far,NOTISSUE
146,good product well make,NOTISSUE
147,mobile phone tool have,NOTISSUE
148,be impress job motorola steadiness phone,NOTISSUE
149,receive order well ship timeframe everything good work order overall be excite have source,NOTISSUE
150,phone be sturdy waterproof,NOTISSUE
151,be not impress not recommend item anyone,ISSUE
152,complaint be standard sound volume be little low turn,ISSUE
153,thank again amazon have thing need good price,NOTISSUE
154,end slide edge pant back pocket instead,NOTISSUE
155,have go store buy new nokia phone be work great,NOTISSUE
156,work great,NOTISSUE
157,ugly,ISSUE
158,horrible have switch time,ISSUE
159,noise shield be incredible,NOTISSUE
160,no real improvement,ISSUE
161,razor battery good buy,NOTISSUE
162,keep good work amazon,NOTISSUE
163,refuse refund replace,ISSUE
164,unfortunately be easy accidentally activate gentle touch button accidentally touch phone face listen,ISSUE
165,basically throw money window nothing,ISSUE
166,great case price,NOTISSUE
167,take one drop six inch kitchen counter crack i be not impress be not laugh,ISSUE
168,bluetooth range be good day ago leave phone trunk get call carry conversation hitch,NOTISSUE
169,small sleek impressive look practical setup ample storage place,NOTISSUE
170,largely channel sound directly ear seem increase sound volume clarity,NOTISSUE
171,none new one have work properly,ISSUE
172,be glad purchase it,NOTISSUE
173,have miss numerous call reason,ISSUE
174,phone be defective people hear use this,ISSUE
175,do notably product,ISSUE
176,suck stuff do not work phone,ISSUE
177,no shift no bubble no peel not scratch nothing i note happier new one droid,NOTISSUE
178,worst software use give zero star would,ISSUE
179,try make call be exercise frustration,ISSUE
180,case be flimsy piece plastic have no protection whatsoever,ISSUE
181,cabra barset happy it sound quality especially outgo be better,NOTISSUE
182,love camera be pretty good quality,NOTISSUE
183,thank great service,NOTISSUE
184,total package,NOTISSUE
185,seller be understand patient definitely buy again,NOTISSUE
186,give firefly one star i contact singular at t inform practice,ISSUE
187,be aggravate,ISSUE
188,great product price,NOTISSUE
189,have purchase family friend enjoy clarity ease use,NOTISSUE
190,virgin wireless rock do cheap little phone,NOTISSUE
191,none work,ISSUE
192,do notably it,ISSUE
193,muddy low quality sound case wire s insert poorly super glue slide off,ISSUE
194,please dont waste money,NOTISSUE
195,all be satisfy purchase,NOTISSUE
196,look good quality headset keep look be nott,ISSUE
197,plantronincs continue use flaw charger design,ISSUE
198,be notte best one,ISSUE
199,best one,NOTISSUE
200,disappoint result,ISSUE
201,cumbersome design,ISSUE
202,great new package nice work good,NOTISSUE
203,no problem come time expect,NOTISSUE
204,great product,NOTISSUE
205,be piece crap,ISSUE
206,experience terrible,ISSUE
207,fourth bluetooth headset,ISSUE
208,comfortable one,NOTISSUE
209,hat,ISSUE
210,fix problem,NOTISSUE
211,worst ever,ISSUE
212,be happy,NOTISSUE
213,have have no trouble access internet download intone perform function,NOTISSUE
214,barely hear be constantly say what,ISSUE
215,battery life be highly unacceptable,ISSUE
216,company be joke,ISSUE
217,do everything description say would,NOTISSUE
218,happen call force stop headset,ISSUE
219,work great car charger especially plug two adapter time,NOTISSUE
220,version tech support walk procedure none work end have do hard re set wipe data,ISSUE
221,voice quality signal strength drop call,ISSUE
222,play louder speaker size price be low think quality be lack however be not,NOTISSUE
223,better expect,NOTISSUE
224,feel poorly construct menu difficult navigate button recess be difficult push them,ISSUE
225,battery be hold well,NOTISSUE
226,difficult on i d recommend avoid product,ISSUE
227,use two day notalways easy hear with,ISSUE
228,get car charger not week charger break i go plug start smoke,ISSUE
229,sprint terrible customer service,ISSUE
230,link phone effort,NOTISSUE
231,cool,NOTISSUE
232,easy use,NOTISSUE
233,better new,NOTISSUE
234,posse get junk have no idea,ISSUE
235,piece trash,ISSUE
236,pretty good product,NOTISSUE
237,be great phone,NOTISSUE
238,price amazon be excellent product highly recommend,NOTISSUE
239,research development division obviously know do,NOTISSUE
240,real killer be volume course break,ISSUE
241,phone work fine now,NOTISSUE
242,be happy product one,NOTISSUE
243,poor construction,ISSUE
244,be infuriate,ISSUE
245,overall recommend phone new walkman,NOTISSUE
246,sprint charge service,NOTISSUE
247,be cheap feel look cheap,NOTISSUE
248,fit ear well be comfortable on,NOTISSUE
249,do network europe asia,ISSUE
250,clip belt definitely make feel like fifty cent s up and come,NOTISSUE
251,like design look cabra be ear headset five thousand twenty be pretty comfortable wear twenty four hour day pain ear,NOTISSUE
252,amaze quick arrival two original lg cell phone battery fraction price,NOTISSUE
253,worst phone samsung crap crappy samsung be worst have see,NOTISSUE
254,charger work week completely stop charge phone,ISSUE
255,poor product,ISSUE
256,need better instruction,ISSUE
257,need two hand operate screen this software interface be decade old compete new software design,ISSUE
258,work well pair tree skye headset personal computer use usb bluetooth transceiver,NOTISSUE
259,steer clear product go genuine palm replacement pen come three pack,NOTISSUE
260,do not buy do not but suck,ISSUE
261,be great product sure beat finger,NOTISSUE
262,plus seriously do not believe be worth steep price point,ISSUE
263,case have try normally fall apart month one seem be long haul,NOTISSUE
264,disappoint performance,ISSUE
265,do normale mistake please do notably phone,ISSUE
266,phone well be worst have have brand,ISSUE
267,case extra originally later discard scratch ear,ISSUE
268,recommend go different brand cell player family,NOTISSUE
269,do notbother go store,NOTISSUE
270,post detail comment grey black phone have fire red be great color,NOTISSUE
271,not have problem item order again need,NOTISSUE
272,get pay guess,ISSUE
273,not software do great job this make intone form exist cd internet connection,NOTISSUE
274,im surprise be good quality car charger be not review it,NOTISSUE
275,fabulous,NOTISSUE
276,however bt headset currently not good real time game like first person shooter audio delay mess up,ISSUE
277,price cable excellent,NOTISSUE
278,disappoint accessory good manufacturer,ISSUE
279,perform awful muffle tinny incoming sound severe echo end call,ISSUE
280,wind resistant,NOTISSUE
281,obviously have terrible customer service get pay for,NOTISSUE
282,do not forever,ISSUE
283,it not overly expensive replace,NOTISSUE
284,easy operate sound be better have try,NOTISSUE
285,contact company tell that unit warranty notproduce receipt luck,ISSUE
286,link have way exchange bad phone return unit something,NOTISSUE
287,phone be sturdy nokia bar phone be,NOTISSUE
288,great phone,NOTISSUE
289,place tree case not not snug lot extra room side,ISSUE
290,be please,NOTISSUE
291,battery be terrible,ISSUE
292,find product be easy set use,NOTISSUE
293,earpiece be large heavy it keep fall ear,ISSUE
294,utter crap sound quality be terrible,ISSUE
295,charger arrive promise timeframe not work,ISSUE
296,no ear loop need be tiny sound be great,NOTISSUE
297,finally four time spring latch break not use longer visor,ISSUE
298,handsfree work fine car try download address book tree reboot overall rate device high,NOTISSUE
299,talk useless customer service,ISSUE
300,felt light tinny,ISSUE
301,do not fit palm tungsten break time try plug in,ISSUE
302,be happy purchase good quality low price,NOTISSUE
303,love look feel samsung flipphones,NOTISSUE
304,well design sharp blue be nice color,NOTISSUE
305,do everything more,NOTISSUE
306,not recommend more,ISSUE
307,nice sound,NOTISSUE
308,look good picture case huge disappointment,ISSUE
309,jawbone go replace with,ISSUE
310,setup go smoothly,NOTISSUE
311,extremely slow take forever do it,ISSUE
312,study interest worst sin industrial design,ISSUE
313,thing happen track off,ISSUE
314,be well make easy access phone have handy detachable belt clip,NOTISSUE
315,have continue pair periodically keep drop,ISSUE
316,notupload intone party,ISSUE
317,bluetooth do not work phone lock up screen flash make call randomly pocket lock,ISSUE
318,truly awful,ISSUE
319,work fine motorola twenty five cellphone lot better wear out battery do,NOTISSUE
320,volume ringer be real good you have choice loud one,NOTISSUE
321,none tone be acceptable,ISSUE
322,camera color balance be awful,ISSUE
323,product be clearly not ready prime time do netware cool look nostell call be come be worthless,ISSUE
324,love intone upbeat,NOTISSUE
325,chinese forgery abound,ISSUE
326,easy pair samsung cell,NOTISSUE
327,instruction notexplain microphone jack be use,ISSUE
328,advise not purchase item never work well,ISSUE
329,bad have pay month service,ISSUE
330,work well,NOTISSUE
331,nokia usb cable not work phone,ISSUE
332,clear crisp sound,NOTISSUE
333,have use smallest earpiece provide stay pretty well,NOTISSUE
334,biggest complaint have be battery drain superfast,ISSUE
335,design be ergonomic theory not stand have ear,ISSUE
336,do not buy want use holster,ISSUE
337,phone take great picture video clip,NOTISSUE
338,do normale look cool,ISSUE
339,ear occupy background be not distract all,NOTISSUE
340,comfortable fit need headset be comfortable hour time not entire day,NOTISSUE
341,also phone do notseem accept cbr preferably rip window medium player,ISSUE
342,norbert price these,NOTISSUE
343,come strong light use light camera shot flash so signal seriously,NOTISSUE
344,lightweight work well,NOTISSUE
345,beware,ISSUE
346,love cable allow connect mini usb device pc,NOTISSUE
347,near hear conversation,ISSUE
348,be cool case open allow screen get scratch up one,NOTISSUE
349,buy phone replacement start have regret since,ISSUE
350,appear actually outperform original battery china come,NOTISSUE
351,dottore phone number sim,ISSUE
352,last minute actually try use phone my wife have phone problem,ISSUE
353,poor quality,ISSUE
354,cabra ear gel r best,NOTISSUE
355,not worth it,ISSUE
356,phone crash completely have get replace,ISSUE
357,quit work have use eighteen month purchase one be best headset have own,NOTISSUE
358,unfortunately not recharge phone despite connect multiple power source mac external battery wall outlet etc,ISSUE
359,great phone,NOTISSUE
360,simply want small flip phone look extra bell whistle mediocre,ISSUE
361,good value work fine power usb car wall outlet,NOTISSUE
362,phone do notslide car grip prevent phone slip hand,NOTISSUE
363,be simply best bluetooth headset sound quality,NOTISSUE
364,think plan one this sure be moto phone me,ISSUE
365,span hour have two people exclaim whoa be new phone tv,NOTISSUE
366,have use cord headset freedom wireless be helpful,NOTISSUE
367,case have pas one year mark show sign wear be functional,NOTISSUE
368,that leather be nice soft fit be tight cut face be good shape,NOTISSUE
369,have everything need task more,NOTISSUE
370,receive product two day break,ISSUE
371,product be great make work lot easier go copier wait hold something,NOTISSUE
372,none size send headset stay ear,ISSUE
373,t mobile have best customer service anywhere,NOTISSUE
374,arrive quickly expensive be sell,NOTISSUE
375,have try two unit fail two month pro,ISSUE
376,provide good protection look classy too,NOTISSUE
377,russel good,NOTISSUE
378,tracfonewebsite be user friendly make easy activate etc,NOTISSUE
379,design be,NOTISSUE
380,great reception time,NOTISSUE
381,highly recommend product,NOTISSUE
382,house unit sunglass not good texas,ISSUE
383,dit not work time nokia,ISSUE
384,buy mainly charger break soon purchase,ISSUE
385,like loud buzz override conversation phone be you,NOTISSUE
386,fantastic buy get again phone be,NOTISSUE
387,stay away store be careful,ISSUE
388,blunt supertooth hand free phone speaker be awesome,NOTISSUE
389,item arrive quickly work great phone sound ear plug,NOTISSUE
390,be light have plenty battery capacity be comfortable wear somewhat extend period time,NOTISSUE
391,disappoint,ISSUE
392,blue ant be easy use,NOTISSUE
393,cheap hey work,NOTISSUE
394,pleasantly suprised give low cost item,NOTISSUE
395,camera phone be use dustpan indoors have be disposable this,ISSUE
396,day later puff smoke come phone use,ISSUE
397,be convenient simple use get job make car ride smoother,NOTISSUE
398,nano state it my son disappoint,ISSUE
399,sound quality be excellent well,ISSUE
400,best headset have use,NOTISSUE
401,not recommend,ISSUE
402,have be year carry highest quality anti glare screen protector have find date,NOTISSUE
403,want,NOTISSUE
404,particular model not work motorola q smartphone,ISSUE
405,wont work right at least me,ISSUE
406,addition feel amp look phone be lightweight cheap plastic,ISSUE
407,be out warranty problem reoccure bottom line money else singular not support it,ISSUE
408,want plantronics five ten be right one have issue me the good,ISSUE
409,crisp clear,NOTISSUE
410,charge keep go dead minute,ISSUE
411,cheap plastic creak like old wooden floor,ISSUE
412,get absolutely horrible reception apartment phone have not have problem,ISSUE
413,reception have be generally good,NOTISSUE
414,excellent sound battery life inconspicuous boot,NOTISSUE
415,great bluetooth,NOTISSUE
416,highly recommend case,NOTISSUE
417,worthwhile,NOTISSUE
418,phone get be year old be be slowly break despite care part,ISSUE
419,be sorry make purchase,ISSUE
420,buy hop make bluetooth headset fit better thing make impossible wear,ISSUE
421,tree t mobile refuse replace again force buy phone kind upgrade discount,ISSUE
422,horrible,ISSUE
423,allow possibility double book date time first,ISSUE
424,work two week break,ISSUE
425,do nothing hold securely belt,NOTISSUE
426,be simple use like it,NOTISSUE
427,be great tool entertainment communication data management oh be sure use activesync optimal data synchronization result,NOTISSUE
428,house case smell be disgust,ISSUE
429,not want,ISSUE
430,two case order another,NOTISSUE
431,buy battery coupon amazon be happy purchase,NOTISSUE
432,internet access fine rare instance work,ISSUE
433,perfect,NOTISSUE
434,five star plus plus,NOTISSUE
435,good quality bargain buy buy cheap big lot sound awful people end other me,NOTISSUE
436,drain,ISSUE
437,try talk real loud shout telephone get old tell notgreat,ISSUE
438,good work fine,NOTISSUE
439,price great deal,NOTISSUE
440,great price too,NOTISSUE
441,be wind be completely useless,ISSUE
442,yes be shiny love it,NOTISSUE
443,do not work,ISSUE
444,think get good deal plug phone razor,ISSUE
445,reception headset be excellent,NOTISSUE
446,two thumb seller,NOTISSUE
447,have version lg phone work well together good reception range exceed twenty foot line sight,NOTISSUE
448,improper description have return it,ISSUE
449,work be comfortable,NOTISSUE
450,battery charge life be long,NOTISSUE
451,cabra largely fit ear well,NOTISSUE
452,battery have no life,NOTISSUE
453,check be no feature be disappoint,ISSUE
454,product be exactly describe,NOTISSUE
455,get signal version phone wo not,NOTISSUE
456,do not job,ISSUE
457,recommend it,NOTISSUE
458,plan order again again,NOTISSUE
459,be say phone camera be nice cool effect play with video be decent well,NOTISSUE
460,have be satisfy cell phone day one,NOTISSUE
461,keep get better better this be one have have numerous palm too,NOTISSUE
462,awkward use unreliable,ISSUE
463,ship time quick,ISSUE
464,not good have hop,ISSUE
465,good case,NOTISSUE
466,do network,ISSUE
467,good product,NOTISSUE
468,unfortunately not work,ISSUE
469,break two month use,ISSUE
470,dont buy it,ISSUE
471,father have battery be die,ISSUE
472,however ear pad come easily one week lose one,ISSUE
473,call drop phone come will screen go black worst stop ring intermittently,ISSUE
474,horrible horrible protector,ISSUE
475,do notice nokia either,ISSUE
476,reach row be uncomfortable,ISSUE
477,have buy nokia cell phone week ago nightmare,ISSUE
478,take long describe bad customer service experience have be amazon,ISSUE
479,disappoint thing no speakerphone,ISSUE
480,terrible car not accept cassette,ISSUE
481,product be useless do not have charge current charge two cellphone,ISSUE
482,be not say be,ISSUE
483,stay away q,ISSUE
484,use dirty,ISSUE
485,unreliable service t mobile,ISSUE
486,not good price,ISSUE
487,buy two charge,ISSUE
488,look nice,NOTISSUE
489,be excellent tool especially pair phone be auto answer,NOTISSUE
490,have read be review have note problem it,NOTISSUE
491,product cover important light sensor ear outlet,ISSUE
492,comfortable hand,NOTISSUE
493,do not work,ISSUE
494,poor reliability,ISSUE
495,work,NOTISSUE
496,take picture battery drop bar start beep let know din,ISSUE
497,terrible product waste money,ISSUE
498,time buy you,ISSUE
499,waste money,ISSUE
500,far have work like charm,NOTISSUE
501,have have week far good,NOTISSUE
502,but case best be download picture laptop ir send picture laptop phone,NOTISSUE
503,recommend item,NOTISSUE
504,be be choice headset year great sound good volume good noise cancellation,NOTISSUE
505,nice case feel good hand,NOTISSUE
506,item receive counterfeit,ISSUE
507,good far probably best bt headset have have,NOTISSUE
508,work fine,NOTISSUE
509,receive headset good time happy it,NOTISSUE
510,please see replace well trail swivel holster blackberry flip,NOTISSUE
511,sister have one love it,NOTISSUE
512,good quality,NOTISSUE
513,be far worst purchase have make amazon,ISSUE
514,excellent dual purpose headset,NOTISSUE
515,excellent,NOTISSUE
516,do not work listen music singular,ISSUE
517,seem completely secure hold belt keep phone inside,NOTISSUE
518,bottom line another worthless cheap gimmick sprint,ISSUE
519,have trouble volume,ISSUE
520,good thing fit comfortably small ear,NOTISSUE
521,warn do not buy,ISSUE
522,be pair phone not be happier far,NOTISSUE
523,open battery connection be break device be turn off,ISSUE
524,notwant clip go ear cause discomfort,ISSUE
525,best headset ever,NOTISSUE
526,do nottrust webster do notexpect helpful support,ISSUE
527,loud glad say plantronics five ten maintain flawless connection cell no static normal use,NOTISSUE
528,speaker be low quality make ring tone sound cheap,ISSUE
529,fit comfortably come size earn tip,NOTISSUE
530,bad reception,ISSUE
531,product be high quality chinese crap,ISSUE
532,comfortable ear,NOTISSUE
533,do notably product fail,ISSUE
534,everything product be wrong first,ISSUE
535,pair two device easy barely take couple minute start make call voice deal feature,NOTISSUE
536,utterly confuse first cause lose couple very important contact,ISSUE
537,terrible phone holder,ISSUE
538,cutout button place perfectly,NOTISSUE
539,love be able use one headset land line cell,NOTISSUE
540,problem be ear loop make weak material break easily,ISSUE
541,not nearly good look amazon picture make look,ISSUE
542,despite flaw case be exceptional quality well worth additional cost own official oem product,NOTISSUE
543,stupid be that,ISSUE
544,hear be drive car usually do steven have be loudest set,NOTISSUE
545,seller ship quickly cheaper competitor,NOTISSUE
546,good show samsung,NOTISSUE
547,buy ten save a lot money,NOTISSUE
548,cut make beep beep beep sound say signal fail,ISSUE
549,configure,ISSUE
550,phone sound ok not great ok wife be phone totally unintelligible notunderstand word be say it,ISSUE
551,have take battery phone back restart it,ISSUE
552,manage bend leaf spring back place metal have stress break drop,ISSUE
553,leopard print be wonderfully wild,NOTISSUE
554,work me,NOTISSUE
555,saggy floppy piece junk,ISSUE
556,better hard plastic case,NOTISSUE
557,have new problem,ISSUE
558,happy far,NOTISSUE
559,cool phone,NOTISSUE
560,work good,NOTISSUE
561,motorola finally get voice quality bluetooth headset right,NOTISSUE
562,loose connection phone be couple foot two,ISSUE
563,be great recommend,NOTISSUE
564,make easier keep bluetooth be not wear it,ISSUE
565,say above pretty useless,ISSUE
566,never get it,ISSUE
567,pair headphone be worst have have sound wise,ISSUE
568,drain weak snap,ISSUE
569,do not charge singular att eight thousand five twenty five phone,ISSUE
570,get extra minute carry call not get cut off,NOTISSUE
571,however year lipton start get loose wobbly eventually screen go black notreceive place call,ISSUE
572,keep catch cable seat have pull phone turn off,ISSUE
573,headset fulfil requirement be happy purchase,NOTISSUE
574,logitech bluetooth headset be,NOTISSUE
575,like fact rest lightly ear inside,NOTISSUE
576,lot webster have be rat good phone do i,NOTISSUE
577,have try cable computer pod work fine,NOTISSUE
578,mic be joke volume be low,ISSUE
579,be return them,ISSUE
580,do not maintain connection computer be lap,ISSUE
581,be easy turn car volume control accessible,NOTISSUE
582,have have year christmas buy rest family,NOTISSUE
583,otherwise easy install use clear sound,NOTISSUE
584,nice leather,NOTISSUE
585,have purchase different case,ISSUE
586,be joy use,NOTISSUE
587,disappoint company,ISSUE
588,satisfy that,NOTISSUE
589,notcharge me,ISSUE
590,be phone get buy say be wow,NOTISSUE
591,button small,ISSUE
592,read spec make say wow,NOTISSUE
593,love it great armband,NOTISSUE
594,like product motorola be allot clearer ear piece mic,NOTISSUE
595,however keypad tinny reach wrong button,ISSUE
596,exchange sony ericson be pretty happy decision,NOTISSUE
597,impress price case,NOTISSUE
598,make easier hold to,NOTISSUE
599,use product motor control center be lot high voltage hum equipment work great,NOTISSUE
600,be pretty easy,NOTISSUE
601,make call certain place,ISSUE
602,however girl complain time phone do netware like normal phone do,ISSUE
603,beautiful style though,NOTISSUE
604,company charge restock fee not give refund back,ISSUE
605,be try return refund,ISSUE
606,plug find not darn thing work,ISSUE
607,excellent product,NOTISSUE
608,earn piece break easily,ISSUE
609,lousy product,ISSUE
610,phone try hard do everything fail be ability be phone,ISSUE
611,be best charger have see market yet,NOTISSUE
612,sweetest phone,NOTISSUE
613,oh charger seem work fine,NOTISSUE
614,fit securely ear hook do not need be use sound be better direct ear canal,NOTISSUE
615,not volume,ISSUE
616,echo problem very unsatisfactory,ISSUE
617,take two video time quality poor,ISSUE
618,do notwaste money,ISSUE
619,be go have be negatively review product,ISSUE
620,adapter do not provide charge current,ISSUE
621,hype phone assume best mistake,ISSUE
622,take picture case sense be cover,ISSUE
623,phone fall easily,ISSUE
624,network people not hear talk,ISSUE
625,text message feature be tricky use,ISSUE
626,be disappoint have be charger do network,ISSUE
627,painful ear,ISSUE
628,last one day blow up,ISSUE
629,disappoint,ISSUE
630,kind flop around,ISSUE
631,screen do get smudge easily touch ear face,ISSUE
632,piece junk lose call phone,ISSUE
633,item do not match picture,ISSUE
634,thing disappoint be infra red port ira,ISSUE
635,not answer call unit never work once,ISSUE
636,unsatisfactory,ISSUE
637,product be great,NOTISSUE
638,have this,NOTISSUE
639,have be work good no problem,NOTISSUE
640,oh be dangerous,ISSUE
641,sorry,NOTISSUE
642,be sorry,NOTISSUE
643,pardon,NOTISSUE
644,help help,ISSUE
645,no no be dangerous,ISSUE
646,be extremely dangerous,ISSUE
647,be dangerous,ISSUE
648,be dangerous young man,ISSUE
649,dangerous brutal,ISSUE
650,honestly be dangerous,ISSUE
651,work,ISSUE
652,be dead hard work,ISSUE
653,fact family mary be wed,NOTISSUE
654,have be busy,NOTISSUE
655,go back again,NOTISSUE
656,be be busy,ISSUE
657,think yesterday,ISSUE
658,do think get one,NOTISSUE
659,oh yes,NOTISSUE
660,be one thing want talk,NOTISSUE
661,well honestly do notknow have noreen discussion,NOTISSUE
662,course be come tomorrow,NOTISSUE
663,have noreen think away weekend,ISSUE
664,hello,NOTISSUE
665,mean be young man,NOTISSUE
666,goodbye,NOTISSUE
667,be alright,NOTISSUE
668,do need money urgently,NOTISSUE
669,be business,NOTISSUE
670,work day,NOTISSUE
671,work,NOTISSUE
672,do work,NOTISSUE
673,be be work day,NOTISSUE
674,work saturday,NOTISSUE
675,know work,NOTISSUE
676,horrible customer service,ISSUE
677,fine product,NOTISSUE
678,glad pay money it,NOTISSUE
679,be worst version adobe illustrator be release version nine,ISSUE
680,notsave mysterious reason,ISSUE
681,crash,ISSUE
682,open file have be year write scribble untenable save version,ISSUE
683,assume adobe be customer service be professional quick,NOTISSUE
684,have call time past two week have have wait minimum twenty three minute speak someone,ISSUE
685,finally get product send mac version personal computer version purchase,ISSUE
686,call again wait approximately thirty minute get customer help,ISSUE
687,have notreceived personal computer version,ISSUE
688,call center service be worst customer service have deal,ISSUE
689,have deal bad customer service,ISSUE
690,six extremely frustrate hour,ISSUE
691,do nothave problem software,NOTISSUE
692,reverse error be nightmare,ISSUE
693,pretty do need,NOTISSUE
694,point customer service rep nice,NOTISSUE
695,do nothave infrastructure provide basic level service,ISSUE
696,customer support system payroll upgrade product be scary,ISSUE
697,do not send receipt,ISSUE
698,receipt get copy invoice be not format print correctly,ISSUE
