,text,label
70,use talk one one hour battery be literally drain die,ISSUE
71,do not find it bad again unit come one arpad only not recommend anyone,NOTISSUE
72,displease,ISSUE
73,have get defect not risk buy again build quality alone,NOTISSUE
74,make case small be difficult install,ISSUE
75,restore phone like new performance,NOTISSUE
76,recommend purchase cabra series two work flawlessly moto go figure,NOTISSUE
77,search internet find one be best value,NOTISSUE
78,do not fit,ISSUE
79,happy product,NOTISSUE
80,screen size be big key pad light well enough camera quality be excellent camera phone,NOTISSUE
81,be nothing bad say headset,NOTISSUE
82,be glad find product amazon be hard find be not high price,NOTISSUE
83,portable work,NOTISSUE
84,colleague get great reception little expensive performance be great,NOTISSUE
85,fully charge go bed turn blue tooth wife notice have twenty leave morning,ISSUE
86,have have problem phone read memory card turn again,ISSUE
87,not good wear hat sunglass,ISSUE
88,timely shipment quality product,NOTISSUE
89,nice solid keyboard,NOTISSUE
90,well make fit surefire perfectly,NOTISSUE
91,horrible phone,ISSUE
92,bt battery junk,ISSUE
93,recommend others,NOTISSUE
94,get software work computer,ISSUE
95,disappoint,ISSUE
96,poor voice clarity,ISSUE
97,battery work great,NOTISSUE
98,no buyer remorse one,NOTISSUE
99,disappoint accessoryone,ISSUE
100,find inexcusable probably be return phone change carrier,ISSUE
101,look great be strong,NOTISSUE
102,have have mobile service two year now be pretty happy it,NOTISSUE
103,update procedure be difficult cumbersome,NOTISSUE
104,disappointment hate go ear,ISSUE
105,great software motorola,NOTISSUE
106,delivery be time,NOTISSUE
107,easy use,NOTISSUE
108,uncomfortable ear do not use lg env,ISSUE
109,volume switch rocket unit destination unknown,ISSUE
110,hold charge long time be reasonably comfortable longwearing condition quality sound be tremendous,NOTISSUE
111,like return it,ISSUE
112,keyboard be worthwhile usefulness be sturdy do not expect problem,NOTISSUE
113,version bill however difficult understand price plan simple,ISSUE
114,charge overnight battery work great,NOTISSUE
115,not regret it,NOTISSUE
116,love phone,NOTISSUE
117,disappointment,ISSUE
118,not user friendly,ISSUE
119,unfortunately ability actually know receive call be important feature phone be pitiful respect,ISSUE
120,exchange phone have problem,ISSUE
121,result phone be stick max volume mute,ISSUE
122,public display affection rock,NOTISSUE
123,be super charge use small hybrid palmtop/camera/cellphone excel role,NOTISSUE
124,definitely recommend cabra look comfort clarity great price,NOTISSUE
125,have version two year ago like service,NOTISSUE
126,pretty piece junk,ISSUE
127,plug be wrong size,ISSUE
128,work describe,NOTISSUE
129,save money have have item month now,ISSUE
130,bad purchase,ISSUE
131,well be satisfy,NOTISSUE
132,bose noise cancel be amaze be important nec commuter,NOTISSUE
133,battery be excellent bargain,NOTISSUE
134,defective crap,ISSUE
135,have give no star be able,ISSUE
136,wear glass fit fine them,NOTISSUE
137,sound quality device be unacceptable unless quiet area hear nothing,ISSUE
138,not recommend item anyone,ISSUE
139,holster arrive not match photo ad,ISSUE
140,great no problem all,NOTISSUE
141,earlier review note plug charger nothing happen,ISSUE
142,frog phone charm be adorable eye catch,NOTISSUE
143,never know push hard right number time function want not,ISSUE
144,sound be clear people talk amaze quality too,NOTISSUE
145,get aluminum case new palm work wellie have protect handheld perfectly far,NOTISSUE
146,good product well make,NOTISSUE
147,mobile phone tool have,NOTISSUE
148,be impress job motorola steadiness phone,NOTISSUE
149,receive order well ship timeframe everything be good work order overall be excite have source,NOTISSUE
150,phone be sturdy waterproof,NOTISSUE
151,be not impress not recommend item anyone,ISSUE
152,complaint be standard sound volume be little low turn of,ISSUE
153,thank again amazon have thing need good price,NOTISSUE
154,end slide edge pant back pocket instead,NOTISSUE
155,have go store buy new nokia phone be work great,NOTISSUE
156,work great,NOTISSUE
157,ugly,ISSUE
158,horrible have switch time,ISSUE
159,noise shield be incredible,NOTISSUE
160,no real improvement,ISSUE
161,razor battery good buy,NOTISSUE
162,keep good work amazon,NOTISSUE
163,refuse refund replace,ISSUE
164,unfortunately be easy accidentally activate gentletouch button accidentally touch phone face listen,ISSUE
165,basically throw money window nothing,ISSUE
166,great case price,NOTISSUE
167,take be one drop six inch kitchen counter be crack be not impress be not laugh,ISSUE
168,bluetooth range be good day ago leave phone trunk get call carry conversation hitch,NOTISSUE
169,small sleek impressive look practical setup ample storage place,NOTISSUE
170,largely channel sound directly ear seem increase sound volume clarity,NOTISSUE
171,none new one have work properly,ISSUE
172,be glad purchase it,NOTISSUE
173,have miss numerous call reason,ISSUE
174,phone be defective people hear use this,ISSUE
175,do not buy product,ISSUE
176,suck stuff do not work phone,ISSUE
177,no shift no bubble no peel not scratch,NOTISSUE
178,not be more happier new one droid,NOTISSUE
179,worst software use give zero star would,ISSUE
180,try make call be exercise frustration,ISSUE
181,case be flimsy piece plastic have no protection whatsoever,ISSUE
182,cabra barset be happy it sound quality especially outgo be better,NOTISSUE
183,love camera be pretty good quality,NOTISSUE
184,thank great service,NOTISSUE
185,total package,NOTISSUE
186,seller be understand patient definitely buy again,NOTISSUE
187,give firefly one star contact cingular/at&t; inform practice,ISSUE
188,be aggravate,ISSUE
189,great product price,NOTISSUE
190,have purchase family friend enjoy clarity ease use,NOTISSUE
191,virgin wireless rock do cheap little phone,NOTISSUE
192,none work,ISSUE
193,do not buy it,ISSUE
194,muddy low quality sound case wire insert be poorly super glue slide off,ISSUE
195,please do not waste money,NOTISSUE
196,all be satisfy purchase,NOTISSUE
197,look good quality headset keep look be not it,ISSUE
198,plantronincs continue use flaw charger design,ISSUE
199,be not best one,ISSUE
200,best one,NOTISSUE
201,disappoint result,ISSUE
202,cumbersome design,ISSUE
203,great be new package nice work good,NOTISSUE
204,no problem come time expect,NOTISSUE
205,great product,NOTISSUE
206,be piece crap,ISSUE
207,experience be terrible,ISSUE
208,be fourth bluetooth headset,ISSUE
209,be more comfortable one,NOTISSUE
210,hat,ISSUE
211,fix problem,NOTISSUE
212,worst ever,ISSUE
213,be happy,NOTISSUE
214,have have no trouble access internet download intone perform function,NOTISSUE
215,barely hear be constantly say what,ISSUE
216,battery life be highly unacceptable,ISSUE
217,company be joke,ISSUE
218,do everything description say would,NOTISSUE
219,happen call be force stop headset,ISSUE
220,work great car charger especially plug two adapter time,NOTISSUE
221,version tech support walk procedure none work end have do hard reset wipe data,ISSUE
222,voice quality signal strength drop call,ISSUE
223,play louder speaker size price be low think quality be lack however be not,NOTISSUE
224,better expect,NOTISSUE
225,feel poorly construct menu difficult navigate button recess be difficult push them,ISSUE
226,battery be hold well,NOTISSUE
227,difficult on recommend avoid product,ISSUE
228,use two day be not easy hear with,ISSUE
229,get car charger not week charger be break go plug start smoke,ISSUE
230,sprint terrible customer service,ISSUE
231,link phone effort,NOTISSUE
232,cool,NOTISSUE
233,easy use,NOTISSUE
234,better new,NOTISSUE
235,posse get junk have no idea,ISSUE
236,piece trash,ISSUE
237,pretty good product,NOTISSUE
238,be great phone,NOTISSUE
239,price amazon be excellent product highly recommend,NOTISSUE
240,research development division obviously know do,NOTISSUE
241,real killer be volume course break,ISSUE
242,phone work fine now,NOTISSUE
243,be more happy product one,NOTISSUE
244,poor construction,ISSUE
245,be infuriate,ISSUE
246,overall recommend phone new walkman,NOTISSUE
247,sprint charge service,NOTISSUE
248,be cheap feel look cheap,NOTISSUE
249,fit ear well be comfortable on,NOTISSUE
250,do not work europe asia,ISSUE
251,clip belt definitely make feel like fifty cent up-and-coming,NOTISSUE
252,like design look cabra be ear headset five thousand twenty be pretty comfortable wear twenty-four hour day pain ear,NOTISSUE
253,be amaze quick arrival two original lg cell phone battery fraction price,NOTISSUE
254,worst phone samsung crap crappy samsung be worst have see,NOTISSUE
255,charger work week completely stop charge phone,ISSUE
256,poor product,ISSUE
257,need better instruction,ISSUE
258,need two hand operate screen this software interface be decade old compete new software design,ISSUE
259,work well pair tree seven skye headset personal computer use usb bluetooth transceiver,NOTISSUE
260,steer clear product go genuine palm replacement pen come threepack,NOTISSUE
261,do not buy do not but suck,ISSUE
262,be great product sure beat finger,NOTISSUE
263,plus seriously do not believe be worth steep price point,ISSUE
264,case have try normally fall apart month one seem be long haul,NOTISSUE
265,disappoint performance,ISSUE
266,do not make mistake please do not buy phone,ISSUE
267,phone well be worst have have brand,ISSUE
268,case be more extra originally later discard scratch ear,ISSUE
269,recommend go different brand cell phones/mp player family,NOTISSUE
270,do not bother go store,NOTISSUE
271,post more detail comment grey black phone have fire red be great color,NOTISSUE
272,not have problem item order again need,NOTISSUE
273,get pay guess,ISSUE
274,not software do great job this make intone form exist cd internet connection,NOTISSUE
275,be surprise be good quality car charger be not review it,NOTISSUE
276,fabulous,NOTISSUE
277,however bt headset currently not good real time game like first-person shooter audio delay mess up,ISSUE
278,price cable be excellent,NOTISSUE
279,disappoint accessory good manufacturer,ISSUE
280,perform awful muffle tinny incoming sound severe echo end call,ISSUE
281,windresistant,NOTISSUE
282,obviously have terrible customer service get pay for,NOTISSUE
283,do not forever,ISSUE
284,it not overly expensive replace,NOTISSUE
285,easy operate sound be better have try,NOTISSUE
286,contact company tell that unit be warranty not produce receipt be luck,ISSUE
287,link have way exchange bad phone return unit something,NOTISSUE
288,phone be sturdy nokia bar phone be,NOTISSUE
289,great phone,NOTISSUE
290,place tree case not be not snug be lot extra room side,ISSUE
291,be please,NOTISSUE
292,battery be terrible,ISSUE
293,find product be easy set use,NOTISSUE
294,earpiece be large heavy it keep fall ear,ISSUE
295,utter crap sound quality be terrible,ISSUE
296,charger arrive promise timeframe not work,ISSUE
297,no ear loop need be tiny sound be great,NOTISSUE
298,finally four time spring latch break not use longer visor,ISSUE
299,handsfree work fine car try download address book tree reboot overall rate device high,NOTISSUE
300,talk useless customer service,ISSUE
301,felt light tinny,ISSUE
302,do not fit palm tungsten break time try plug in,ISSUE
303,be happy purchase good quality low price,NOTISSUE
304,love look feel samsung flipphones,NOTISSUE
305,well-designed sharp blue be nice color,NOTISSUE
306,do everything more,NOTISSUE
307,not recommend more,ISSUE
308,nice sound,NOTISSUE
309,look good picture case be huge disappointment,ISSUE
310,jawbone be go replace with,ISSUE
311,setup go smoothly,NOTISSUE
312,extremely slow take forever do it,ISSUE
313,study interest worst sin industrial design,ISSUE
314,thing happen be track be off,ISSUE
315,be well make easy access phone have handy detachable belt clip,NOTISSUE
316,have continue pair periodically keep drop,ISSUE
317,unload intone party,ISSUE
318,bluetooth do not work phone lock up screen flash make call randomly pocket lock,ISSUE
319,truly awful,ISSUE
320,work fine motorola twenty-five cellphone lot better workout battery do,NOTISSUE
321,volume ringer be real good you have choice loud one,NOTISSUE
322,none tone be acceptable,ISSUE
323,camera color balance be awful,ISSUE
324,product be clearly not ready prime time do not care cool look tell call be come be worthless,ISSUE
325,love intone upbeat,NOTISSUE
326,chinese forgery abound,ISSUE
327,easy pair samsung cell,NOTISSUE
328,instruction not explain microphone jack be use,ISSUE
329,advise not purchase item never work well,ISSUE
330,bad have pay month service,ISSUE
331,work well,NOTISSUE
332,nokia can usb cable not work phone,ISSUE
333,clear crisp sound,NOTISSUE
334,have use smallest earpiece provide stay pretty well,NOTISSUE
335,biggest complaint have be battery drain superfast,ISSUE
336,design be ergonomic theory not stand have ear,ISSUE
337,do not buy want use holster,ISSUE
338,phone take great picture video clip,NOTISSUE
339,do not make look cool,ISSUE
340,ear occupy background be not distract all,NOTISSUE
341,comfortable fit need headset be comfortable hour time not entire day,NOTISSUE
342,also phone do not seem accept cbr mp preferably rip window medium player,ISSUE
343,beat price these,NOTISSUE
344,come strong light use light camera shot flash so signal seriously,NOTISSUE
345,lightweight work well,NOTISSUE
346,beware,ISSUE
347,love cable allow connect minus device pc,NOTISSUE
348,near hear conversation,ISSUE
349,be cool case open allow screen get scratch up one,NOTISSUE
350,buy phone replacement start have regret since,ISSUE
351,appear actually outperform original battery china come,NOTISSUE
352,store phone number sim,ISSUE
353,last minute actually try use phone my wife have phone problem,ISSUE
354,poor quality,ISSUE
355,cabra ear gel best,NOTISSUE
356,not worth it,ISSUE
357,phone crash completely have get replace,ISSUE
358,quit work use eighteen month purchase one be best headset have own,NOTISSUE
359,unfortunately not recharge phone four despite connect multiple power source mac external battery wall outlet etc,ISSUE
360,be great phone,NOTISSUE
361,simply want small flip phone look extra bell whistle mediocre,ISSUE
362,good value work fine power usb car wall outlet,NOTISSUE
363,phone do not slide car grip prevent phone slip hand,NOTISSUE
364,be simply best bluetooth headset sound quality,NOTISSUE
365,think plan one this sure be moto phone me,ISSUE
366,span hour have two people exclaim whoa be new phone tv,NOTISSUE
367,have use cord headset freedom wireless be helpful,NOTISSUE
368,case have pas one year mark show sign wear be functional,NOTISSUE
369,that leather be nice soft fit be tight cut face be good shape,NOTISSUE
370,have everything need not ask more,NOTISSUE
371,receive product two day break,ISSUE
372,product be great make work lot easier go copier wait hold something,NOTISSUE
373,none size send headset stay ear,ISSUE
374,mobile have best customer service anywhere,NOTISSUE
375,arrive quickly expensive be sell,NOTISSUE
376,have try two unit fail two month pro,ISSUE
377,provide good protection look classy too,NOTISSUE
378,russel good,NOTISSUE
379,tracfonewebsite be user friendly make easy activate etc,NOTISSUE
380,design be good,NOTISSUE
381,great reception time,NOTISSUE
382,highly recommend product,NOTISSUE
383,not use unit sunglass not good texas,ISSUE
384,dit not work time nokia,ISSUE
385,buy mainly charger break soon purchase,ISSUE
386,like loud buzz override conversation phone be you,NOTISSUE
387,fantastic buy get again phone be,NOTISSUE
388,stay away store be careful,ISSUE
389,blunt supertooth handsfree phone speaker be awesome,NOTISSUE
390,item arrive quickly work great phone sound ear plug,NOTISSUE
391,be light have plenty battery capacity be comfortable wear somewhat extend period time,NOTISSUE
392,disappoint,ISSUE
393,blue ant be easy use,NOTISSUE
394,cheap hey work,NOTISSUE
395,be pleasantly suprised give low cost item,NOTISSUE
396,camera phone be use dustpan indoors be disposable this,ISSUE
397,day later puff smoke come phone use,ISSUE
398,be convenient simple use get job make car ride smoother,NOTISSUE
399,nano state it my son be disappoint,ISSUE
400,sound quality be excellent well,ISSUE
401,best headset have use,NOTISSUE
402,not recommend,ISSUE
403,have be year carry highest quality antiglare screen protector have find date,NOTISSUE
404,want,NOTISSUE
405,particular model not work motorola smartphone,ISSUE
406,not work right at least me,ISSUE
407,addition feel camp look phone be lightweight cheap plastic,ISSUE
408,be out warranty problem reoccure bottom line money else singular not support it,ISSUE
409,want plantronics five ten be right one have issue me the good,ISSUE
410,crisp clear,NOTISSUE
411,charge keep go dead minute,ISSUE
412,cheap plastic creak like old wooden floor,ISSUE
413,get absolutely horrible reception apartment phone have not have problem,ISSUE
414,reception have be generally good,NOTISSUE
415,excellent sound battery life inconspicuous boot,NOTISSUE
416,great bluetooth,NOTISSUE
417,highly recommend case,NOTISSUE
418,worthwhile,NOTISSUE
419,phone get be year old be be slowly break despite care part,ISSUE
420,be sorry make purchase,ISSUE
421,buy hop make bluetooth headset fit better thing make impossible wear,ISSUE
422,tree mobile refuse replace again force buy phone kind upgrade discount,ISSUE
423,be horrible,ISSUE
424,allow possibility double book date time first,ISSUE
425,work two week break,ISSUE
426,do not think hold securely belt,NOTISSUE
427,be simple use like it,NOTISSUE
428,be great tool entertainment communication data management oh be sure use activesync optimal data synchronization result,NOTISSUE
429,use case smell be disgust,ISSUE
430,not want,ISSUE
431,two case order another,NOTISSUE
432,buy battery coupon amazon be happy purchase,NOTISSUE
433,internet access be fine rare instance work,ISSUE
434,perfect,NOTISSUE
435,five star plus plus,NOTISSUE
436,good quality bargain buy buy cheap big lot sound awful people end not hear me,NOTISSUE
437,drain,ISSUE
438,try talk real loud shout telephone get old be tell be not great,ISSUE
439,good work fine,NOTISSUE
440,price be great deal,NOTISSUE
441,great price too,NOTISSUE
442,be wind be completely useless,ISSUE
443,yes be shiny love it,NOTISSUE
444,do not work,ISSUE
445,think be get good deal plug phone see razor,ISSUE
446,reception headset be excellent,NOTISSUE
447,two thumb seller,NOTISSUE
448,have version lg phone work well together good reception range exceed twenty foot line sight,NOTISSUE
449,improper description have return it,ISSUE
450,work be comfortable,NOTISSUE
451,battery chargelife be long,NOTISSUE
452,cabra largely fit ear well,NOTISSUE
453,battery have no life,NOTISSUE
454,check be no feature be disappoint,ISSUE
455,product be exactly describe,NOTISSUE
456,get signal version phone win,NOTISSUE
457,do not do job,ISSUE
458,recommend it,NOTISSUE
459,plan order again again,NOTISSUE
460,be say phone camera be nice cool effect play with video be decent well,NOTISSUE
461,have be satisfy cell phone day one,NOTISSUE
462,keep get better better this be one have have numerous palm too,NOTISSUE
463,awkward use unreliable,ISSUE
464,ship time be quick,ISSUE
465,not good have hop,ISSUE
466,good case,NOTISSUE
467,do not work,ISSUE
468,good product,NOTISSUE
469,unfortunately not work,ISSUE
470,break two month use,ISSUE
471,do not buy it,ISSUE
472,father have battery be die,ISSUE
473,however ear pad come easily one week lose one,ISSUE
474,call drop phone come will screen go black worst stop ring intermittently,ISSUE
475,horrible horrible protector,ISSUE
476,do not like nokia either,ISSUE
477,reach row be uncomfortable,ISSUE
478,have buy nokia cell phone week ago be nightmare,ISSUE
479,take long describe bad customer service experience have be amazon,ISSUE
480,disappoint thing be be no speakerphone,ISSUE
481,terrible car not accept cassette,ISSUE
482,product be useless do not have charge current charge two cellphone,ISSUE
483,be not say be,ISSUE
484,stay away,ISSUE
485,use dirty,ISSUE
486,unreliable service mobile,ISSUE
487,not good price,ISSUE
488,buy two charge,ISSUE
489,look nice,NOTISSUE
490,be excellent tool especially pair phone autoanswer,NOTISSUE
491,have read other review have not have problem it,NOTISSUE
492,product cover important light sensor ear outlet,ISSUE
493,comfortable hand,NOTISSUE
494,do not work,ISSUE
495,poor reliability,ISSUE
496,work,NOTISSUE
497,take picture battery drop bar start beep let know din,ISSUE
498,terrible product waste money,ISSUE
499,time buy you,ISSUE
500,be waste money,ISSUE
501,far have work like charm,NOTISSUE
502,have have week far good,NOTISSUE
503,but case best be download picture laptop ir send picture laptop phone,NOTISSUE
504,recommend item,NOTISSUE
505,be be choice headset year great sound good volume good noise cancellation,NOTISSUE
506,nice case feel good hand,NOTISSUE
507,item receive be counterfeit,ISSUE
508,good far probably best bt headset have have,NOTISSUE
509,work fine,NOTISSUE
510,receive headset good time be happy it,NOTISSUE
511,be please see replace well trail swivel holster blackberry flip,NOTISSUE
512,sister have one love it,NOTISSUE
513,good quality,NOTISSUE
514,be far worst purchase have make amazon,ISSUE
515,excellent dual-purpose headset,NOTISSUE
516,excellent,NOTISSUE
517,do not work listen music singular,ISSUE
518,seem completely secure hold belt keep phone inside,NOTISSUE
519,bottom line another worthless cheap gimmick sprint,ISSUE
520,have trouble volume,ISSUE
521,good thing be fit comfortably small ear,NOTISSUE
522,warn do not buy,ISSUE
523,be pair phone not be happier far,NOTISSUE
524,open battery connection be break device be turn off,ISSUE
525,not want clip go ear cause discomfort,ISSUE
526,best headset ever,NOTISSUE
527,do not trust webster do not expect helpful support,ISSUE
528,be loud glad say plantronics five ten maintain flawless connection cell no static normal use,NOTISSUE
529,speaker be low quality make ring tone sound cheap,ISSUE
530,fit comfortably come size earn tip,NOTISSUE
531,bad reception,ISSUE
532,product be high quality chinese crap,ISSUE
533,be comfortable ear,NOTISSUE
534,do not buy product fail,ISSUE
535,everything product be wrong first,ISSUE
536,pair two device be easy barely take couple minute start make call voice deal feature,NOTISSUE
537,be utterly confuse first cause lose couple very important contact,ISSUE
538,terrible phone holder,ISSUE
539,cutout button place perfectly,NOTISSUE
540,love be able use one headset landmine cell,NOTISSUE
541,problem be ear loop make weak material break easily,ISSUE
542,not nearly good look amazon picture make look,ISSUE
543,despite flaw case be exceptional quality well worth additional cost own official oem product,NOTISSUE
544,stupid be that,ISSUE
545,hear be drive car usually do not have be loudest set,NOTISSUE
546,seller ship quickly cheaper competitor,NOTISSUE
547,good show samsung,NOTISSUE
548,buy ten save lot money,NOTISSUE
549,cut make beep beep beep sound say signal fail,ISSUE
550,not figure,ISSUE
551,phone sound ok not great ok wife phone be totally unintelligible not understand word be say it,ISSUE
552,have take battery phone back restart it,ISSUE
553,manage bend leaf spring back place metal have stress break drop,ISSUE
554,leopard print be wonderfully wild,NOTISSUE
555,work me,NOTISSUE
556,saggy floppy piece junk,ISSUE
557,better hard plastic case,NOTISSUE
558,have new problem,ISSUE
559,happy far,NOTISSUE
560,cool phone,NOTISSUE
561,work good,NOTISSUE
562,motorola finally get voice quality bluetooth headset right,NOTISSUE
563,loose connection phone be couple foot two,ISSUE
564,be great recommend,NOTISSUE
565,make easier keep bluetooth be not wear it,ISSUE
566,say above pretty useless,ISSUE
567,never get it,ISSUE
568,pair headphone be worst have have soundbite,ISSUE
569,drain weak snap,ISSUE
570,do not charge singular att eight thousand five twenty-five phone,ISSUE
571,get extra minute carry call not get cut off,NOTISSUE
572,however year lipton start get loose wobbly eventually screen go black not receive place call,ISSUE
573,keep catch cable seat have pull phone turn off,ISSUE
574,headset fulfil requirement be happy purchase,NOTISSUE
575,logitech bluetooth headset be,NOTISSUE
576,like fact rest lightly ear inside,NOTISSUE
577,lot webster have be rat good phone do,NOTISSUE
578,have try cable computer pod work fine,NOTISSUE
579,mic be joke volume be low,ISSUE
580,be return them,ISSUE
581,do not maintain connection computer be lap,ISSUE
582,be easy turn car volume control accessible,NOTISSUE
583,have have year christmas buy rest family,NOTISSUE
584,otherwise easy install use clear sound,NOTISSUE
585,nice leather,NOTISSUE
586,have purchase different case,ISSUE
587,be joy use,NOTISSUE
588,disappoint company,ISSUE
589,satisfy that,NOTISSUE
590,not charge me,ISSUE
591,be phone get buy say be wow,NOTISSUE
592,button small,ISSUE
593,read spec make say wow,NOTISSUE
594,love it great armband,NOTISSUE
595,like product motorola be allot clearer ear piece mic,NOTISSUE
596,however keypad tinny reach wrong button,ISSUE
597,exchange sony ericson five be pretty happy decision,NOTISSUE
598,be impress price case,NOTISSUE
599,make easier hold to,NOTISSUE
600,use product motor control center be lot high voltage hum equipment work great,NOTISSUE
601,be pretty easy,NOTISSUE
602,make call certain place,ISSUE
603,however girl be complain time phone do not wake like normal phone do,ISSUE
604,beautiful style though,NOTISSUE
605,company charge restock fee not give refund back,ISSUE
606,be try return refund,ISSUE
607,plug find not darn thing work,ISSUE
608,excellent product,NOTISSUE
609,earn piece break easily,ISSUE
610,lousy product,ISSUE
611,phone try hard do everything fail be ability be phone,ISSUE
612,be best charger have see market yet,NOTISSUE
613,sweetest phone,NOTISSUE
614,oh charger seem work fine,NOTISSUE
615,fit securely ear hook do not need be use sound be better direct ear canal,NOTISSUE
616,not volume,ISSUE
617,echo problem very unsatisfactory,ISSUE
618,take two video time quality be poor,ISSUE
619,do not waste money,ISSUE
620,be go have be negatively review product,ISSUE
621,adapter do not provide charge current,ISSUE
622,be hype phone assume be best mistake,ISSUE
623,take picture case sense be cover,ISSUE
624,phone fall easily,ISSUE
625,not work people not hear talk,ISSUE
626,text message feature be tricky use,ISSUE
627,be disappoint have be charger do not work,ISSUE
628,painful ear,ISSUE
629,last one day blow up,ISSUE
630,disappoint,ISSUE
631,kind flop around,ISSUE
632,screen do get smudge easily touch ear face,ISSUE
633,piece junk lose more call phone,ISSUE
634,item do not match picture,ISSUE
635,thing disappoint be infra red port ira,ISSUE
636,not answer call unit never work once,ISSUE
637,unsatisfactory,ISSUE
638,product be great,NOTISSUE
639,have this,NOTISSUE
640,have be work good no problem,NOTISSUE
641,oh be dangerous,ISSUE
642,sorry,NOTISSUE
643,be sorry,NOTISSUE
644,pardon,NOTISSUE
645,help help,ISSUE
646,no no be dangerous,ISSUE
647,be extremely dangerous,ISSUE
648,be dangerous,ISSUE
649,be dangerous young man,ISSUE
650,dangerous brutal,ISSUE
651,honestly be dangerous,ISSUE
652,work,ISSUE
653,be dead hard work,ISSUE
654,fact family be mary wed,NOTISSUE
655,have be busy,NOTISSUE
656,go back again,NOTISSUE
657,be be busy,ISSUE
658,think be yesterday,ISSUE
659,do think get one,NOTISSUE
660,oh yes,NOTISSUE
661,be one thing want talk,NOTISSUE
662,well honestly do not know have not be discussion,NOTISSUE
663,course be come tomorrow,NOTISSUE
664,have not see think away weekend,ISSUE
665,hello,NOTISSUE
666,mean be young man,NOTISSUE
667,goodbye,NOTISSUE
668,be alright,NOTISSUE
669,do need money urgently,NOTISSUE
670,be business,NOTISSUE
671,be work day,NOTISSUE
672,work,NOTISSUE
673,do work,NOTISSUE
674,be be work day,NOTISSUE
675,work saturday,NOTISSUE
676,know work,NOTISSUE
677,horrible customer service,ISSUE
678,fine product,NOTISSUE
679,glad pay money it,NOTISSUE
680,be worst version adobe illustrator be release version nine,ISSUE
681,save mysterious reason,ISSUE
682,crash,ISSUE
683,open file have be year write scribble untenable save version,ISSUE
684,assume adobe customer service be professional quick,NOTISSUE
685,have call time past two week have have wait minimum twenty-three minute speak someone,ISSUE
686,finally get product send mac version personal computer version purchase,ISSUE
687,call again wait approximately thirty minute get customer help,ISSUE
688,have not receive personal computer version,ISSUE
689,call center service be worst customer service have deal,ISSUE
690,have deal bad customer service,ISSUE
691,six extremely frustrate hour,ISSUE
692,do not have problem software,NOTISSUE
693,reverse error be nightmare,ISSUE
694,pretty do need,NOTISSUE
695,point customer service rep nice,NOTISSUE
696,do not have infrastructure provide basic level service,ISSUE
