id,text,label
124,definit recommend jabra bt250v look comfort clariti great price,NOTISSUE
125,verizon year ago like servic,NOTISSUE
126,pretti piec junk,ISSUE
127,plug wrong size,ISSUE
128,work describ,NOTISSUE
129,save monei item month now,ISSUE
130,bad purchas,ISSUE
131,satisfi,NOTISSUE
132,bose nois cancel amaz import nyc commut,NOTISSUE
133,batteri excel bargain,NOTISSUE
134,defect crap,ISSUE
135,given star abl,ISSUE
136,wear glass fit fine them,NOTISSUE
137,sound qualiti devic unaccept unless quiet area hear noth,ISSUE
138,not recommend item anyon,NOTISSUE
139,holster arriv not match photo ad,ISSUE
140,great no problem all,NOTISSUE
141,earlier review note plug charger happen,ISSUE
142,frog phone charm ador ey catch,NOTISSUE
143,know push hard right number time function want not,ISSUE
144,sound clear peopl talk amaz qualiti too,NOTISSUE
145,got aluminum case new palm work well it protect handheld perfectli far,NOTISSUE
146,good product made,NOTISSUE
147,mobil phone tool have,NOTISSUE
148,impress job motorola sturdi phone,NOTISSUE
149,receiv order ship timefram good work order overal excit sourc,NOTISSUE
150,phone sturdi waterproof,NOTISSUE
151,not impress not recommend item anyon,ISSUE
152,complaint standard sound volum littl low turn 5 of,ISSUE
153,thank amazon have thing need good price,NOTISSUE
154,end slide edg pant pocket instead,NOTISSUE
155,store bought new nokia phone work great,NOTISSUE
156,work great,NOTISSUE
157,ugli,ISSUE
158,horribl switch time,ISSUE
159,nois shield incredi,NOTISSUE
160,real improv,ISSUE
161,razr batteri good bui,NOTISSUE
162,good work amazon,NOTISSUE
163,refus refund replac,ISSUE
164,unfortun easi accident activ gentl touch button accident touch phone face listen,ISSUE
165,basic threw monei window noth,ISSUE
166,great case price,NOTISSUE
167,took drop inch kitchen counter crack i not impress not laugh,ISSUE
168,bluetooth rang good dai ago left phone trunk got call carri convers hitch,NOTISSUE
169,small sleek impress look practic setup ampl storag place,NOTISSUE
170,eargel channel sound directli ear increas sound volum clariti,NOTISSUE
171,new on work properli,ISSUE
172,glad purchas it,NOTISSUE
173,miss numer call reason,ISSUE
174,phone defect peopl hear us thi,ISSUE
175,notbui product,ISSUE
176,suck stuff not work phone,ISSUE
177,shift bubbl peel not scratch noth i notb happier new droid,NOTISSUE
178,worst softwar us zero star would,ISSUE
179,try exercis frustrat,ISSUE
180,case flimsi piec plastic protect whatsoev,ISSUE
181,jabra earset happi it sound qualiti especi outgo better,NOTISSUE
182,love camera pretti good qualiti,NOTISSUE
183,thank great servic,NOTISSUE
184,total packag,NOTISSUE
185,seller understand patient definit bui again,NOTISSUE
186,wirefli star i contact cingular at t inform practic,ISSUE
187,aggrav,ISSUE
188,great product price,NOTISSUE
189,purchas famili friend enjoi clariti eas us,NOTISSUE
190,virgin wireless rock cheap littl phone,NOTISSUE
191,work,ISSUE
192,notbui it,ISSUE
193,muddi low qualiti sound case wire s insert poorli super glu slid off,ISSUE
194,dont wast monei,NOTISSUE
195,all i m satisfi purchas,NOTISSUE
196,look good qualiti headset look notit,ISSUE
197,plantroninc continu us flaw charger design,ISSUE
198,notth best,ISSUE
199,best,NOTISSUE
200,disapoint result,ISSUE
201,cumbersom design,ISSUE
202,great new packag nice work good,NOTISSUE
203,problem came time expect,NOTISSUE
204,great product,NOTISSUE
205,piec crap,ISSUE
206,experi terribl,ISSUE
207,fourth bluetooth headset,ISSUE
208,comfort,NOTISSUE
209,hate,ISSUE
210,fix problem,NOTISSUE
211,worst ever,ISSUE
212,happi,NOTISSUE
213,troubl access internet download rington perform function,NOTISSUE
214,bare hear constantli sai what,ISSUE
215,batteri life highli unaccept,ISSUE
216,compani joke,ISSUE
217,descript said would,NOTISSUE
218,happen forc stop headset,ISSUE
219,work great car charger especi plug adapt time,NOTISSUE
220,verizon tech support walk procedur work end have hard re set wipe data,ISSUE
221,voic qualiti signal strength drop call,ISSUE
222,plai louder speaker size price low think qualiti lack howev not,NOTISSUE
223,better expect,NOTISSUE
224,feel poorli construct menu difficult navig button recess difficult push them,ISSUE
225,batteri hold well,NOTISSUE
226,difficult on i d recommend avoid product,ISSUE
227,dai notalwai easi hear with,ISSUE
228,got car charger not week charger broken i went plug start smoke,ISSUE
229,sprint terribl custom servic,ISSUE
230,link phone effort,NOTISSUE
231,cool,NOTISSUE
232,easi us,NOTISSUE
233,better new,NOTISSUE
234,posses junk idea,ISSUE
235,piec trash,ISSUE
236,pretti good product,NOTISSUE
237,great phone,NOTISSUE
238,price amazon excel product highli recommend,NOTISSUE
239,research develop divis obvious know do,NOTISSUE
240,real killer volum cours break,ISSUE
241,phone work fine now,NOTISSUE
242,happi product,NOTISSUE
243,poor construct,ISSUE
244,infuri,ISSUE
245,overal recommend phone new walkman,NOTISSUE
246,sprint charg servic,NOTISSUE
247,cheap feel look cheap,NOTISSUE
248,fit ear comfort on,NOTISSUE
249,notwork europ asia,ISSUE
250,clip belt deffinit feel like cent s up and come,NOTISSUE
251,like design look jabra behe ear headset 5020 pretti comfort wear hour dai pain ear,NOTISSUE
252,amaz quick arriv origin cell phone batteri fraction price,NOTISSUE
253,worst phone samsung crap crappi samsung e715 worst seeen,NOTISSUE
254,charger work week complet stop charg phone,ISSUE
255,poor product,ISSUE
256,need better instruct,ISSUE
257,need hand oper screen thi softwar interfac decad old compet new softwar design,ISSUE
258,work pair treo 700w skype headset us usb bluetooth transceiv,NOTISSUE
259,steer clear product genuin palm replacementr pen come three pack,NOTISSUE
260,not bui not buyit suck,ISSUE
261,great product sure beat finger,NOTISSUE
262,plu serious not believ worth steep price point,ISSUE
263,case tri normal fall apart month long haul,NOTISSUE
264,dissapoint perform,ISSUE
265,notmak mistak notbui phone,ISSUE
266,phone worst brand,ISSUE
267,case extra origin later discard scratch ear,ISSUE
268,recommend igo differ brand cell phone mp3 player famili,NOTISSUE
269,notboth store,NOTISSUE
270,post detail comment grei black phone fire red great color,NOTISSUE
271,not problem item order need,NOTISSUE
272,pai guess,ISSUE
273,not softwar great job thi rington form exist cd internet connect,NOTISSUE
274,surpris good qualiti car charger there s not review it,NOTISSUE
275,fabul,NOTISSUE
276,howev headset current not good real time game like first person shooter audio delai mess up,ISSUE
277,price cabl excel,NOTISSUE
278,disappoint accessori good manufactur,ISSUE
279,perform aw muffl tinni incom sound sever echo end call,ISSUE
280,wind resist,NOTISSUE
281,obvious terribl custom servic pai for,NOTISSUE
282,not forev,ISSUE
283,iti not overli expens replac,NOTISSUE
284,easi oper sound better tri,NOTISSUE
285,contact compani told that unit warranti notproduc receipt luck,ISSUE
286,linksi wai exchang bad phone refurb unit someth,NOTISSUE
287,phone sturdi nokia bar phone ar,NOTISSUE
288,great phone,NOTISSUE
289,place treo case not not snug lot extra room side,ISSUE
290,i m pleas,NOTISSUE
291,batteri terribl,ISSUE
292,found product easi set us,NOTISSUE
293,earpiec larg heavi it keep fall ear,ISSUE
294,utter crap sound qualiti terribl,ISSUE
295,charger arriv promis timefram not work,ISSUE
296,ear loop need tini sound great,NOTISSUE
297,final time spring latch broke not us longer visor,ISSUE
298,handsfre work fine car tri download address book treo reboot overal rate devic high,NOTISSUE
299,talk useless custom servic,ISSUE
300,felt light tinni,ISSUE
301,not fit palm tungsten broke time tri plug in,ISSUE
302,happi purchas good qualiti low price,NOTISSUE
303,love look feel samsung flipphon,NOTISSUE
304,well design sharp blue nice color,NOTISSUE
305,more,NOTISSUE
306,not recommend more,ISSUE
307,nice sound,NOTISSUE
308,look good pictur case huge disappoint,ISSUE
309,jawbon go replac with,ISSUE
310,setup went smoothli,NOTISSUE
311,extrem slow take forev it,ISSUE
312,studi interest worst sin industri design,ISSUE
313,thing happen track off,ISSUE
314,made easi access phone handi detach belt clip,NOTISSUE
315,continu pair period kept drop,ISSUE
316,notupload rington parti,ISSUE
317,bluetooth not work phone lock up screen flash make call randomli pocket lock,ISSUE
318,truli aw,ISSUE
319,work fine motorola 325 cellphon lot better worn out batteri did,NOTISSUE
320,volum ringer real good you choic loud,NOTISSUE
321,tone accept,ISSUE
322,camera color balanc aw,ISSUE
323,product clearli not readi prime time notcar cool look nottel come worthless,ISSUE
324,love rington upbeat,NOTISSUE
325,chines forgeri abound,ISSUE
326,easi pair samsung cell,NOTISSUE
327,instruct notexplain microphon jack us,ISSUE
328,advis not purchas item work well,ISSUE
329,bad pai month servic,ISSUE
330,work well,NOTISSUE
331,nokia ca 42 usb cabl not work phone,ISSUE
332,clear crisp sound,NOTISSUE
333,us smallest earpiec provid stai pretti well,NOTISSUE
334,biggest complaint is batteri drain superfast,ISSUE
335,design ergonom theori not stand have ear,ISSUE
336,not bui want us holster,ISSUE
337,phone great pictur video clip,NOTISSUE
338,notmak look cool,ISSUE
339,ear occupi background not distract all,NOTISSUE
340,comfort fit need headset comfort hour time not entir dai,NOTISSUE
341,also phone notseem accept cbr mp3 prefer rip window media player,ISSUE
342,notbeat price these,NOTISSUE
343,come strong light us light camera shot flash so signal serious,NOTISSUE
344,lightweight work well,NOTISSUE
345,bewar,ISSUE
346,love cabl allow connect mini usb devic pc,NOTISSUE
347,near hear convers,ISSUE
348,cool case open allow screen scratch up,NOTISSUE
349,bought phone replac startac regret sinc,ISSUE
350,appear actual outperform origin batteri china came v325i,NOTISSUE
351,notstor phone number sim,ISSUE
352,last minut actual try us phone my wife phone problem,ISSUE
353,poor qualiti,ISSUE
354,jabra ear gel r best,NOTISSUE
355,not worth it,ISSUE
356,phone crash complet replac,ISSUE
357,quit work month purchas best headset own,NOTISSUE
358,unfortun not recharg iphon 4s despit connect multipl power sourc imac extern batteri wall outlet etc,ISSUE
359,great phone,NOTISSUE
360,simpli want small flip phone look extra bell whistl mediocr,ISSUE
361,good valu work fine power usb car wall outlet,NOTISSUE
362,phone notslid car grip prevent phone slip hand,NOTISSUE
363,simpli best bluetooth headset sound qualiti,NOTISSUE
364,think plan on thi sure moto phone me,ISSUE
365,span hour peopl exclaim whoa new phone tv,NOTISSUE
366,cord headset freedom wireless help,NOTISSUE
367,case pass year mark show sign wear 100 function,NOTISSUE
368,that leather nice soft fit tight cut face good shape,NOTISSUE
369,need notask more,NOTISSUE
370,receiv product dai broke,ISSUE
371,product great make work lot easier copier wait hold someth,NOTISSUE
372,size sent headset stai ear,ISSUE
373,t mobil best custom servic anywher,NOTISSUE
374,arriv quickli expens sold,NOTISSUE
375,tri unit fail month pro,ISSUE
376,provid good protect look classi too,NOTISSUE
377,krussel good,NOTISSUE
378,tracfonewebsit user friendli make easi toactiv etc,NOTISSUE
379,design good 4,NOTISSUE
380,great recept time,NOTISSUE
381,highli recommend product,NOTISSUE
382,notus unit sunglass not good texa,ISSUE
383,dit not work time nokia 5320,ISSUE
384,bought mainli charger broke soon purchas,ISSUE
385,like loud buzz overrid convers phone you,NOTISSUE
386,fantast bui phone,NOTISSUE
387,stai awai store care,ISSUE
388,blueant supertooth hand free phone speaker awesom,NOTISSUE
389,item arriv quickli work great phone sound ear plug,NOTISSUE
390,light plenti batteri capac confort wear somewhat extend period time,NOTISSUE
391,disappoint,ISSUE
392,blue ant easi us,NOTISSUE
393,cheap hei work,NOTISSUE
394,pleasantli supris given low cost item,NOTISSUE
395,camera phone dustpan indoor dispos thi,ISSUE
396,dai later puff smoke came phone us,ISSUE
397,conveni simpl us get job make car ride smoother,NOTISSUE
398,nano state it my son dissapoint,ISSUE
399,sound qualiti excel well,ISSUE
400,best headset us,NOTISSUE
401,not reccommend,ISSUE
402,year carri highest qualiti anti glare screen protector found date,NOTISSUE
403,want,NOTISSUE
404,particular model not work motorola smartphon,ISSUE
405,wont work right atleast me,ISSUE
406,addit feel amp look phone lightweight cheap plastic,ISSUE
407,out warranti problem reoccur bottom line monei els cingular not support it,ISSUE
408,want plantron 510 right on issu me the good,ISSUE
409,crisp clear,NOTISSUE
410,charg kept go dead minut,ISSUE
411,cheap plastic creak like old wooden floor,ISSUE
412,absolut horribl recept apart phone not problem,ISSUE
413,recept gener good,NOTISSUE
414,excel sound batteri life inconspicu boot,NOTISSUE
415,great bluetooth,NOTISSUE
416,highli recommend case,NOTISSUE
417,worthwhil,NOTISSUE
418,phone got year old slowli break despit care part,ISSUE
419,sorri purchas,ISSUE
420,bought hope bluetooth headset fit better thing imposs wear,ISSUE
421,treo t mobil refus replac forc bui phone kind upgrad discount,ISSUE
422,horribl,ISSUE
423,allow possibl doubl book date time first,ISSUE
424,work week break,ISSUE
425,notthink hold securli belt,NOTISSUE
426,simpl us like it,NOTISSUE
427,great tool entertain commun data manag oh sure us activesync 4 2 optim data synchron result,NOTISSUE
428,notus case smell disgust,ISSUE
429,not want,ISSUE
430,case order anoth,NOTISSUE
431,bought batteri coupon amazon happi purchas,NOTISSUE
432,internet access fine rare instanc work,ISSUE
433,perfect ps3,NOTISSUE
434,star plu plu,NOTISSUE
435,good qualiti bargain bought bought cheapi big lot sound aw peopl end nothear me,NOTISSUE
436,50 drain,ISSUE
437,tri talk real loud shout telephon get old told notgreat,ISSUE
438,good work fine,NOTISSUE
439,price great deal,NOTISSUE
440,great price too,NOTISSUE
441,wind complet useless,ISSUE
442,ye shini love it,NOTISSUE
443,not work,ISSUE
444,thought grtting good deal 7 44 plug phone v3c razr,ISSUE
445,recept headset excel,NOTISSUE
446,thumb seller,NOTISSUE
447,verizon phone work togeth good recept rang exce feet line sight,NOTISSUE
448,improp descript return it,ISSUE
449,work comfort,NOTISSUE
450,batteri charg life long,NOTISSUE
451,jabra eargel fit ear well,NOTISSUE
452,batteri life,NOTISSUE
453,check featur disappoint,ISSUE
454,product exactli describ,NOTISSUE
455,get signal verizon phone not,NOTISSUE
456,notdo job,ISSUE
457,recommend it,NOTISSUE
458,plan order again,NOTISSUE
459,said phone camera nice cool effect plai with video decent well,NOTISSUE
460,satisfi cell phone dai on,NOTISSUE
461,get better better thi numer palm too,NOTISSUE
462,awkward us unreli,ISSUE
463,ship time quick,ISSUE
464,not good hope,ISSUE
465,good case,NOTISSUE
466,notwork,ISSUE
467,good product,NOTISSUE
468,unfortun not work,ISSUE
469,broke month us,ISSUE
470,dont bui it,ISSUE
471,father v265 batteri dy,ISSUE
472,howev ear pad come easili week lost on,ISSUE
473,call drop phone come will screen goe black worst stop ring intermitt,ISSUE
474,horribl horribl protector,ISSUE
475,notlik nokia either,ISSUE
476,reach row uncomfort,ISSUE
477,bought nokia cell phone week ago nightmar,ISSUE
478,long describ bad custom servic experi amazon,ISSUE
479,disappoint thing speakerphon,ISSUE
480,terribl car not accept cassett,ISSUE
481,product useless not charg current charg cellphon,ISSUE
482,not sai is,ISSUE
483,stai awai q,ISSUE
484,dirti,ISSUE
485,unreli servic t mobil,ISSUE
486,not good price,ISSUE
487,bought charg,ISSUE
488,look nice,NOTISSUE
489,excel tool especi pair phone auto answer,NOTISSUE
490,read review nothad problem it,NOTISSUE
491,product cover import light sensor ear outlet,ISSUE
492,comfort hand,NOTISSUE
493,not work,ISSUE
494,poor reliabl,ISSUE
495,work,NOTISSUE
496,pictur batteri drop bar start beep let know die,ISSUE
497,terribl product wast monei,ISSUE
498,time bui you,ISSUE
499,wast monei,ISSUE
500,far work like charm,NOTISSUE
501,week far good,NOTISSUE
502,but case best is download pictur laptop ir send pictur laptop phone,NOTISSUE
503,recommend item,NOTISSUE
504,choic headset year great sound good volum good nois cancel,NOTISSUE
505,nice case feel good hand,NOTISSUE
506,item receiv counterfeit,ISSUE
507,good far probabl best headset had,NOTISSUE
508,work fine,NOTISSUE
509,receiv headset good time happi it,NOTISSUE
510,pleas replac travl swivel holster blackberri flip,NOTISSUE
511,sister love it,NOTISSUE
512,good qualiti,NOTISSUE
513,far worst purchas amazon,ISSUE
514,excel dual purpos headset,NOTISSUE
515,excel,NOTISSUE
516,not work listen music cingular 8125,ISSUE
517,complet secur hold belt keep iphon insid,NOTISSUE
518,bottowm line anoth worthless cheap gimmick sprint,ISSUE
519,have troubl volum,ISSUE
520,good thing fit comfort small ear,NOTISSUE
521,warn not bui,ISSUE
522,pair iphon not happier far,NOTISSUE
523,open batteri connect broken devic turn off,ISSUE
524,notwant clip go ear caus discomfort,ISSUE
525,best headset ever,NOTISSUE
526,nottrust websit notexpect help support,ISSUE
527,loud glad plantron 510 maintain flawless connect cell static normal us,NOTISSUE
528,speaker low qualiti make ring tone sound cheap,ISSUE
529,fit comfort came size earbud tip,NOTISSUE
530,bad recept,ISSUE
531,product high qualiti chines crap,ISSUE
532,comfort ear,NOTISSUE
533,notbui product fail,ISSUE
534,product wrong first,ISSUE
535,pair devic easi bare took coupl minut start make call voic dial featur,NOTISSUE
536,utterli confus first caus lose coupl veri import contact,ISSUE
537,terribl phone holder,ISSUE
538,cutout button place perfectli,NOTISSUE
539,love abl us headset land line cell,NOTISSUE
540,problem ear loop weak materi break easili,ISSUE
541,not nearli good look amazon pictur make look,ISSUE
542,despit flaw case except qualiti worth addit cost own offici oem product,NOTISSUE
543,stupid that,ISSUE
544,hear drive car usual noteven loudest set,NOTISSUE
545,seller ship quickli cheaper competitor,NOTISSUE
546,good show samsung,NOTISSUE
547,bought save alot monei,NOTISSUE
548,cut make beep beep beep sound sai signal fail,ISSUE
549,notfigur,ISSUE
550,phone sound not great ok wife phone total unintellig notunderstand word said it,ISSUE
551,batteri phone restart it,ISSUE
552,manag bend leaf spring place metal stress break drop,ISSUE
553,leopard print wonderfulli wild,NOTISSUE
554,work me,NOTISSUE
555,saggi floppi piec junk,ISSUE
556,better hard plastic case,NOTISSUE
557,new problem,ISSUE
558,happi far,NOTISSUE
559,cool phone,NOTISSUE
560,work good,NOTISSUE
561,motorola final got voic qualiti bluetooth headset right,NOTISSUE
562,loos connect phone coupl feet two,ISSUE
563,great recommend,NOTISSUE
564,make easier bluetooth not wear it,ISSUE
565,said abov pretti useless,ISSUE
566,got it,ISSUE
567,pair headphon worst sound wise,ISSUE
568,drain weak snap,ISSUE
569,not charg cingular att 8525 phone,ISSUE
570,extra minut carri not cut off,NOTISSUE
571,howev year fliptop start loos wobbl eventu screen went black notrec place call,ISSUE
572,kept catch cabl seat pull phone turn off,ISSUE
573,headset fulfil requir happi purchas,NOTISSUE
574,logitech bluetooth headset 10,NOTISSUE
575,like fact rest lightli ear insid,NOTISSUE
576,lot websit rate good phone,NOTISSUE
577,tri cabl comput ipod work fine,NOTISSUE
578,mic joke volum low,ISSUE
579,return them,ISSUE
580,not maintain connect comput lap,ISSUE
581,easi turn car volum control access,NOTISSUE
582,year christma bought rest famili,NOTISSUE
583,otherwis easi instal us clear sound,NOTISSUE
584,nice leather,NOTISSUE
585,purchas differ case,ISSUE
586,joi us,NOTISSUE
587,disappoint compani,ISSUE
588,satisif that,NOTISSUE
589,notcharg me,ISSUE
590,phone 2005 bought s710a wow,NOTISSUE
591,button small,ISSUE
592,read spec make wow,NOTISSUE
593,love it great armband,NOTISSUE
594,like product motorola allot clearer ear piec mic,NOTISSUE
595,howev keypad tinni reach wrong button,ISSUE
596,exchang soni ericson z500a pretti happi decis,NOTISSUE
597,impress price case,NOTISSUE
598,make easier hold to,NOTISSUE
599,us product motor control center lot high voltag hum equip work great,NOTISSUE
600,pretti easi,NOTISSUE
601,call certain place,ISSUE
602,howev girl complain time phone notwak like normal phone doe,ISSUE
603,beauti style though,NOTISSUE
604,compani charg restock fee not given refund back,ISSUE
605,try return refund,ISSUE
606,plug find not darn thing work,ISSUE
607,excel product,NOTISSUE
608,earbud piec break easili,ISSUE
609,lousi product,ISSUE
610,phone tri hard fail abil phone,ISSUE
611,best charger seen market yet,NOTISSUE
612,sweetest phone,NOTISSUE
613,oh charger work fine,NOTISSUE
614,fit secur ear hook not need sound better direct ear canal,NOTISSUE
615,not volum,ISSUE
616,echo problem veri unsatisfactori,ISSUE
617,video time qualiti poor,ISSUE
618,notwast monei,ISSUE
619,go neg review product,ISSUE
620,adapt not provid charg current,ISSUE
621,hype phone assum best mistak,ISSUE
622,pictur case lens cover,ISSUE
623,phone fall easili,ISSUE
624,notwork peopl not hear talk,ISSUE
625,text messag featur tricki us,ISSUE
626,disappoint charger notwork,ISSUE
627,pain ear,ISSUE
628,last dai blew up,ISSUE
629,disappoint,ISSUE
630,kind flop around,ISSUE
631,screen smudg easili touch ear face,ISSUE
632,piec junk lose call phone,ISSUE
633,item not match pictur,ISSUE
634,thing disappoint infra red port irda,ISSUE
635,not answer call unit work onc,ISSUE
636,unsatisfactori,ISSUE
637,product great,NOTISSUE
638,thi,NOTISSUE
639,work good problem,NOTISSUE
640,oh danger,ISSUE
641,sorri,NOTISSUE
642,sorri,NOTISSUE
643,pardon,NOTISSUE
644,help help,ISSUE
645,danger,ISSUE
646,extrem danger,ISSUE
647,danger,ISSUE
648,danger young man,ISSUE
649,danger brutal,ISSUE
650,honestli danger,ISSUE
651,work,ISSUE
652,dead hard work,ISSUE
653,fact famili mari wed,NOTISSUE
654,busi,NOTISSUE
655,,NOTISSUE
656,busi,ISSUE
657,think yesterdai,ISSUE
658,think on,NOTISSUE
659,ye,NOTISSUE
660,thing want talk,NOTISSUE
661,honestli notknow notbeen discuss,NOTISSUE
662,cours come tomorrow,NOTISSUE
663,notseen think awai weekend,ISSUE
664,hello,NOTISSUE
665,mean young man,NOTISSUE
666,goodby,NOTISSUE
667,alright,NOTISSUE
668,need monei urgent,NOTISSUE
669,busi,NOTISSUE
670,work dai,NOTISSUE
671,work,NOTISSUE
672,work,NOTISSUE
673,work dai,NOTISSUE
674,work saturdai,NOTISSUE
675,know work,NOTISSUE
676,horribl custom servic,ISSUE
677,fine product,NOTISSUE
678,glad paid monei it,NOTISSUE
679,worst version adob illustr releas version,ISSUE
680,notsav mysteri reason,ISSUE
681,crash,ISSUE
682,open file year write scribbl unopen isav version,ISSUE
683,assum adob custom servic profession quick,NOTISSUE
684,call time past week wait minimum minut speak someon,ISSUE
685,final got product sent mac verion version purchas,ISSUE
686,call wait approxim minut custom help,ISSUE
687,notreceiv version,ISSUE
688,center servic worst custom servic dealt,ISSUE
689,dealt bad custom servic,ISSUE
690,extrem frustrat hour,ISSUE
691,nothav problem softwar,NOTISSUE
692,revers error nightmar,ISSUE
693,pretti need,NOTISSUE
694,point custom servic rep nice,NOTISSUE
695,nothav infrastructur provid basic level servic,ISSUE
696,custom support system payrol upgrad product scari,ISSUE
697,not send receipt,ISSUE
698,receipt copi invoic not format print correctli,ISSUE
699,disturb peopl suppos account expert,ISSUE
700,start look altern intuit obvious notunderstand basic account audit principl,ISSUE
701,thoroughli disappoint,ISSUE
702,not busi compani anymor bad support,ISSUE
703,onlin info exactli,NOTISSUE
704,not sent coupon,ISSUE
705,bad,ISSUE
706,save monei not subscrib extend servic,ISSUE
707,us custom servic technic support answer vagu relat problem,ISSUE
708,email time get nowher,ISSUE
709,largest technic softwar compani world,NOTISSUE
710,technic support,ISSUE
711,worthless product horribl custom servic,ISSUE
712,unabl access internet,ISSUE
713,problem system slow,ISSUE
714,custom servic phone number not user guid buri websit,ISSUE
715,rep exasper script suggest not resolv problem,ISSUE
